#,title,artist,href,file,title (max32)
396,Spleen et Montréal,Loco Locass,https://genius.com/Loco-locass-spleen-et-montreal-lyrics,Loco-locass-spleen-et-montreal,Loco-locass-spleen-et-montreal
397,Fuckboy,Lost (Ft. White-B ),https://genius.com/Lost-fuckboy-lyrics,Lost-fuckboy,Lost-fuckboy
398,Money Everyday,Kay Bandz & Enima,https://genius.com/Kay-bandz-and-enima-money-everyday-lyrics,Kay-bandz-and-enima-money-everyday,Kay-bandz-and-enima-money-everyd
399,Toxique,White-B,https://genius.com/White-b-toxique-lyrics,White-b-toxique,White-b-toxique
400,Vraiment légendaire,Les Anticipateurs,https://genius.com/Les-anticipateurs-vraiment-legendaire-lyrics,Les-anticipateurs-vraiment-legendaire,Les-anticipateurs-vraiment-legen
401,Belle,QCLTUR (Ft. Boris Levrai & Rosalvo ),https://genius.com/Qcltur-belle-lyrics,Qcltur-belle,Qcltur-belle
402,Aujourd'hui,Gros Big,https://genius.com/Gros-big-aujourdhui-lyrics,Gros-big-aujourdhui,Gros-big-aujourdhui
403,Les infameux,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-les-infameux-lyrics,Alaclair-ensemble-les-infameux,Alaclair-ensemble-les-infameux
404,Génies en Herbe,Koriass & FouKi,https://genius.com/Koriass-and-fouki-genies-en-herbe-lyrics,Koriass-and-fouki-genies-en-herbe,Koriass-and-fouki-genies-en-herb
405,Fuck Eux,Enima,https://genius.com/Enima-fuck-eux-lyrics,Enima-fuck-eux,Enima-fuck-eux
406,Ferrari,Enima (Ft. Pirate (QBC) ),https://genius.com/Enima-ferrari-lyrics,Enima-ferrari,Enima-ferrari
407,L'empreinte,Manu Militari,https://genius.com/Manu-militari-lempreinte-lyrics,Manu-militari-lempreinte,Manu-militari-lempreinte
408,Paw Paw,Gutta (Ft. VT ),https://genius.com/Gutta-paw-paw-lyrics,Gutta-paw-paw,Gutta-paw-paw
409,La rue m’appelle encore,Connaisseur Ticaso,https://genius.com/Connaisseur-ticaso-la-rue-mappelle-encore-lyrics,Connaisseur-ticaso-la-rue-mappelle-encore,Connaisseur-ticaso-la-rue-mappel
410,Zayzay,FouKi,https://genius.com/Fouki-zayzay-lyrics,Fouki-zayzay,Fouki-zayzay
411,La Coka Coka,Roi Heenok,https://genius.com/Roi-heenok-la-coka-coka-lyrics,Roi-heenok-la-coka-coka,Roi-heenok-la-coka-coka
412,FÜHRER HEENOKO,Roi Heenok,https://genius.com/Roi-heenok-fuhrer-heenoko-lyrics,Roi-heenok-fuhrer-heenoko,Roi-heenok-fuhrer-heenoko
413,Around Us,Joe Rocca,https://genius.com/Joe-rocca-around-us-lyrics,Joe-rocca-around-us,Joe-rocca-around-us
414,À zéro,MB,https://genius.com/Mb-a-zero-lyrics,Mb-a-zero,Mb-a-zero
415,Dégâts,Trappo,https://genius.com/Trappo-degats-lyrics,Trappo-degats,Trappo-degats
416,Rap Queb,Loud Lary Ajust (Ft. Koriass ),https://genius.com/Loud-lary-ajust-rap-queb-lyrics,Loud-lary-ajust-rap-queb,Loud-lary-ajust-rap-queb
417,NoRapCap,Jeune Loup,https://genius.com/Jeune-loup-norapcap-lyrics,Jeune-loup-norapcap,Jeune-loup-norapcap
418,Demain ne suffit pas,Rymz (Ft. D4vid Lee ),https://genius.com/Rymz-demain-ne-suffit-pas-lyrics,Rymz-demain-ne-suffit-pas,Rymz-demain-ne-suffit-pas
419,I Said What I Said,Loud,https://genius.com/Loud-i-said-what-i-said-lyrics,Loud-i-said-what-i-said,Loud-i-said-what-i-said
420,Devilish,Enima,https://genius.com/Enima-devilish-lyrics,Enima-devilish,Enima-devilish
421,Vilain,Souldia,https://genius.com/Souldia-vilain-lyrics,Souldia-vilain,Souldia-vilain
422,Astral Drill,Rowjay,https://genius.com/Rowjay-astral-drill-lyrics,Rowjay-astral-drill,Rowjay-astral-drill
423,1942,Enima,https://genius.com/Enima-1942-lyrics,Enima-1942,Enima-1942
424,Révélation,Manu Militari,https://genius.com/Manu-militari-revelation-lyrics,Manu-militari-revelation,Manu-militari-revelation
425,Wono,FouKi,https://genius.com/Fouki-wono-lyrics,Fouki-wono,Fouki-wono
426,No Time,Kevin Na$h,https://genius.com/Kevin-na-h-no-time-lyrics,Kevin-na-h-no-time,Kevin-na-h-no-time
427,Hold Up,Loud,https://genius.com/Loud-hold-up-lyrics,Loud-hold-up,Loud-hold-up
428,Hier encore,Souldia & Lost,https://genius.com/Souldia-and-lost-hier-encore-lyrics,Souldia-and-lost-hier-encore,Souldia-and-lost-hier-encore
429,RSVP,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-rsvp-lyrics,Loud-lary-ajust-rsvp,Loud-lary-ajust-rsvp
430,PCU,FouKi,https://genius.com/Fouki-pcu-lyrics,Fouki-pcu,Fouki-pcu
431,Le Rap-à-Billy,Lucien Francoeur,https://genius.com/Lucien-francoeur-le-rap-a-billy-lyrics,Lucien-francoeur-le-rap-a-billy,Lucien-francoeur-le-rap-a-billy
432,3-0 (Passe la mallette),Lost,https://genius.com/Lost-3-0-passe-la-mallette-lyrics,Lost-3-0-passe-la-mallette,Lost-3-0-passe-la-mallette
433,J-3000,Koriass,https://genius.com/Koriass-j-3000-lyrics,Koriass-j-3000,Koriass-j-3000
434,Audigier (SkulaBanks),Lord Esperanza (Ft. FouKi ),https://genius.com/Lord-esperanza-audigier-skulabanks-lyrics,Lord-esperanza-audigier-skulabanks,Lord-esperanza-audigier-skulaban
435,Avant mon dernier adieu,Taktika (Ft. Farfadet ),https://genius.com/Taktika-avant-mon-dernier-adieu-lyrics,Taktika-avant-mon-dernier-adieu,Taktika-avant-mon-dernier-adieu
436,Le premier,Manu Militari,https://genius.com/Manu-militari-le-premier-lyrics,Manu-militari-le-premier,Manu-militari-le-premier
437,King Kong,LV Cupidon (Ft. Boutot ),https://genius.com/Lv-cupidon-king-kong-lyrics,Lv-cupidon-king-kong,Lv-cupidon-king-kong
438,Psychotrope,Lost,https://genius.com/Lost-psychotrope-lyrics,Lost-psychotrope,Lost-psychotrope
439,Peuple invincible,Samian,https://genius.com/Samian-peuple-invincible-lyrics,Samian-peuple-invincible,Samian-peuple-invincible
440,Blanchissage (Pour Richard),Les Anticipateurs,https://genius.com/Les-anticipateurs-blanchissage-pour-richard-lyrics,Les-anticipateurs-blanchissage-pour-richard,Les-anticipateurs-blanchissage-p
441,Euros,Enima,https://genius.com/Enima-euros-lyrics,Enima-euros,Enima-euros
442,Ennemis,Koriass,https://genius.com/Koriass-ennemis-lyrics,Koriass-ennemis,Koriass-ennemis
443,Génération Muzion,Enima,https://genius.com/Enima-generation-muzion-lyrics,Enima-generation-muzion,Enima-generation-muzion
444,Prise de conscience,White-B,https://genius.com/White-b-prise-de-conscience-lyrics,White-b-prise-de-conscience,White-b-prise-de-conscience
445,Ayè mama,Lost,https://genius.com/Lost-aye-mama-lyrics,Lost-aye-mama,Lost-aye-mama
446,Fuego,Sarahmée (Ft. Souldia ),https://genius.com/Sarahmee-fuego-lyrics,Sarahmee-fuego,Sarahmee-fuego
447,Minuit trop tard,Zagata & Souldia,https://genius.com/Zagata-and-souldia-minuit-trop-tard-lyrics,Zagata-and-souldia-minuit-trop-tard,Zagata-and-souldia-minuit-trop-t
448,Leçons,Enima,https://genius.com/Enima-lecons-lyrics,Enima-lecons,Enima-lecons
449,Envoie la fumée,Souldia & Rymz,https://genius.com/Souldia-and-rymz-envoie-la-fumee-lyrics,Souldia-and-rymz-envoie-la-fumee,Souldia-and-rymz-envoie-la-fumee
450,Quand même clean,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-quand-meme-clean-lyrics,Alaclair-ensemble-quand-meme-clean,Alaclair-ensemble-quand-meme-cle
451,Feelings,Enima,https://genius.com/Enima-feelings-lyrics,Enima-feelings,Enima-feelings
452,Mabad,FouKi,https://genius.com/Fouki-mabad-lyrics,Fouki-mabad,Fouki-mabad
453,Mr. Smith,Enima,https://genius.com/Enima-mr-smith-lyrics,Enima-mr-smith,Enima-mr-smith
454,Mami,Luidji,https://genius.com/Luidji-mami-lyrics,Luidji-mami,Luidji-mami
455,Carpe Diem,Rymz,https://genius.com/Rymz-carpe-diem-lyrics,Rymz-carpe-diem,Rymz-carpe-diem
456,Nulle part,Koriass,https://genius.com/Koriass-nulle-part-lyrics,Koriass-nulle-part,Koriass-nulle-part
457,Contrôle,Lary Kidd,https://genius.com/Lary-kidd-controle-lyrics,Lary-kidd-controle,Lary-kidd-controle
458,J'en appelle à la poésie,David Goudreault,https://genius.com/David-goudreault-jen-appelle-a-la-poesie-lyrics,David-goudreault-jen-appelle-a-la-poesie,David-goudreault-jen-appelle-a-l
459,Gunner,Enima,https://genius.com/Enima-gunner-lyrics,Enima-gunner,Enima-gunner
460,Million,White-B,https://genius.com/White-b-million-lyrics,White-b-million,White-b-million
461,Empire,Mtlord (Ft. Yzzi ),https://genius.com/Mtlord-empire-lyrics,Mtlord-empire,Mtlord-empire
462,Plankton,Shreez,https://genius.com/Shreez-plankton-lyrics,Shreez-plankton,Shreez-plankton
463,Parapluie,Brown Family,https://genius.com/Brown-family-parapluie-lyrics,Brown-family-parapluie,Brown-family-parapluie
464,Cruel Summer,Dead Obies,https://genius.com/Dead-obies-cruel-summer-lyrics,Dead-obies-cruel-summer,Dead-obies-cruel-summer
465,GENTIL GANG,FouKi (Ft. Vendou ),https://genius.com/Fouki-gentil-gang-lyrics,Fouki-gentil-gang,Fouki-gentil-gang
466,0 à 120,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-0-a-120-lyrics,Alaclair-ensemble-0-a-120,Alaclair-ensemble-0-a-120
467,Didier Drogba,Capitaine Gaza (Ft. MB & White-B ),https://genius.com/Capitaine-gaza-didier-drogba-lyrics,Capitaine-gaza-didier-drogba,Capitaine-gaza-didier-drogba
468,IPhone,FouKi,https://genius.com/Fouki-iphone-lyrics,Fouki-iphone,Fouki-iphone
469,#22,Souldia,https://genius.com/Souldia-22-lyrics,Souldia-22,Souldia-22
470,Hôtel Hell,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-hotel-hell-lyrics,Loud-lary-ajust-hotel-hell,Loud-lary-ajust-hotel-hell
471,Sacrifice,Souldia,https://genius.com/Souldia-sacrifice-lyrics,Souldia-sacrifice,Souldia-sacrifice
472,Oh oui,Enima,https://genius.com/Enima-oh-oui-lyrics,Enima-oh-oui,Enima-oh-oui
473,GONE,"LV Cupidon , Lebza Khey & Nikki B (Ft. Boutot )",https://genius.com/Lv-cupidon-lebza-khey-and-nikki-b-gone-lyrics,Lv-cupidon-lebza-khey-and-nikki-b-gone,Lv-cupidon-lebza-khey-and-nikki-
474,La Bataille des murailles,Loco Locass (Ft. Les Charbonniers de l'Enfer ),https://genius.com/Loco-locass-la-bataille-des-murailles-lyrics,Loco-locass-la-bataille-des-murailles,Loco-locass-la-bataille-des-mura
475,Brk Frm Nrml,Planet Giza (Ft. Mick Jenkins ),https://genius.com/Planet-giza-brk-frm-nrml-lyrics,Planet-giza-brk-frm-nrml,Planet-giza-brk-frm-nrml
476,PÈRE NOËL,FREAKEY! (Ft. Shreez ),https://genius.com/Freakey-pere-noel-lyrics,Freakey-pere-noel,Freakey-pere-noel
477,Vivre ou périr,White-B (Ft. Lost ),https://genius.com/White-b-vivre-ou-perir-lyrics,White-b-vivre-ou-perir,White-b-vivre-ou-perir
478,Si je perdais,Enima,https://genius.com/Enima-si-je-perdais-lyrics,Enima-si-je-perdais,Enima-si-je-perdais
479,Ouvre ta fenêtre,Koriass,https://genius.com/Koriass-ouvre-ta-fenetre-lyrics,Koriass-ouvre-ta-fenetre,Koriass-ouvre-ta-fenetre
480,Labyrinthe,Souldia,https://genius.com/Souldia-labyrinthe-lyrics,Souldia-labyrinthe,Souldia-labyrinthe
481,La censure pour l'échafaud,Loco Locass,https://genius.com/Loco-locass-la-censure-pour-lechafaud-lyrics,Loco-locass-la-censure-pour-lechafaud,Loco-locass-la-censure-pour-lech
482,Aucune promesse,Loud,https://genius.com/Loud-aucune-promesse-lyrics,Loud-aucune-promesse,Loud-aucune-promesse
483,Nothing,Enima,https://genius.com/Enima-nothing-lyrics,Enima-nothing,Enima-nothing
484,Tactique palestinienne,Roi Heenok,https://genius.com/Roi-heenok-tactique-palestinienne-lyrics,Roi-heenok-tactique-palestinienne,Roi-heenok-tactique-palestinienn
485,Le Quart du Crisss,Les Anticipateurs,https://genius.com/Les-anticipateurs-le-quart-du-crisss-lyrics,Les-anticipateurs-le-quart-du-crisss,Les-anticipateurs-le-quart-du-cr
486,Oui toi,FouKi,https://genius.com/Fouki-oui-toi-lyrics,Fouki-oui-toi,Fouki-oui-toi
487,Double Cup,2V,https://genius.com/2v-double-cup-lyrics,2v-double-cup,2v-double-cup
488,Yes McCan vs Hermano Salvatore,WordUP! Battles (Ft. Hermano Salvatore & Yes Mccan ),https://genius.com/Wordup-battles-yes-mccan-vs-hermano-salvatore-lyrics,Wordup-battles-yes-mccan-vs-hermano-salvatore,Wordup-battles-yes-mccan-vs-herm
489,Nibiru,Roi Heenok (Ft. Jâmes Lescro ),https://genius.com/Roi-heenok-nibiru-lyrics,Roi-heenok-nibiru,Roi-heenok-nibiru
490,P6,Lost,https://genius.com/Lost-p6-lyrics,Lost-p6,Lost-p6
491,Onlyfans,Rowjay,https://genius.com/Rowjay-onlyfans-lyrics,Rowjay-onlyfans,Rowjay-onlyfans
492,Super héros,Farfadet (Ft. Rymz & Souldia ),https://genius.com/Farfadet-super-heros-lyrics,Farfadet-super-heros,Farfadet-super-heros
493,Vols d'énergies,Roi Heenok (Ft. atlas ),https://genius.com/Roi-heenok-vols-denergies-lyrics,Roi-heenok-vols-denergies,Roi-heenok-vols-denergies
494,Mode Sport,5sang14,https://genius.com/5sang14-mode-sport-lyrics,5sang14-mode-sport,5sang14-mode-sport
495,Avant de disparaître,Claude Bégin,https://genius.com/Claude-begin-avant-de-disparaitre-lyrics,Claude-begin-avant-de-disparaitre,Claude-begin-avant-de-disparaitr
496,Vivre et laisser vivre,Manu Militari,https://genius.com/Manu-militari-vivre-et-laisser-vivre-lyrics,Manu-militari-vivre-et-laisser-vivre,Manu-militari-vivre-et-laisser-v
497,Sultan Hotel,Manu Militari,https://genius.com/Manu-militari-sultan-hotel-lyrics,Manu-militari-sultan-hotel,Manu-militari-sultan-hotel
498,Run Away,Dead Obies,https://genius.com/Dead-obies-run-away-lyrics,Dead-obies-run-away,Dead-obies-run-away
499,Alerte Amber,Koriass,https://genius.com/Koriass-alerte-amber-lyrics,Koriass-alerte-amber,Koriass-alerte-amber
500,La Cavale,VT,https://genius.com/Vt-la-cavale-lyrics,Vt-la-cavale,Vt-la-cavale
501,Geeked Up,Rowjay (Ft. 8ruki & Jeune Loup ),https://genius.com/Rowjay-geeked-up-lyrics,Rowjay-geeked-up,Rowjay-geeked-up
502,Allan Théo,Yes Mccan,https://genius.com/Yes-mccan-allan-theo-lyrics,Yes-mccan-allan-theo,Yes-mccan-allan-theo
503,Petites Défaites (Intro),Koriass,https://genius.com/Koriass-petites-defaites-intro-lyrics,Koriass-petites-defaites-intro,Koriass-petites-defaites-intro
504,El Chapo,Enima,https://genius.com/Enima-el-chapo-lyrics,Enima-el-chapo,Enima-el-chapo
505,CREED,Enima,https://genius.com/Enima-creed-lyrics,Enima-creed,Enima-creed
506,DEEP DAYS,Enima,https://genius.com/Enima-deep-days-lyrics,Enima-deep-days,Enima-deep-days
507,NONON,FouKi,https://genius.com/Fouki-nonon-lyrics,Fouki-nonon,Fouki-nonon
508,GRANDI DANS LA RUE,Izzy-S,https://genius.com/Izzy-s-grandi-dans-la-rue-lyrics,Izzy-s-grandi-dans-la-rue,Izzy-s-grandi-dans-la-rue
509,M.AN.U,Manu Militari,https://genius.com/Manu-militari-manu-lyrics,Manu-militari-manu,Manu-militari-manu
510,SVR,Enima,https://genius.com/Enima-svr-lyrics,Enima-svr,Enima-svr
511,Rêve de jeunesse,Souldia (Ft. Loud ),https://genius.com/Souldia-reve-de-jeunesse-lyrics,Souldia-reve-de-jeunesse,Souldia-reve-de-jeunesse
512,Apprendre à vivre,Sir Pathétik (Ft. Billy Nova ),https://genius.com/Sir-pathetik-apprendre-a-vivre-lyrics,Sir-pathetik-apprendre-a-vivre,Sir-pathetik-apprendre-a-vivre
513,Money Convos,Yes Mccan,https://genius.com/Yes-mccan-money-convos-lyrics,Yes-mccan-money-convos,Yes-mccan-money-convos
514,La grande beauté,Lary Kidd,https://genius.com/Lary-kidd-la-grande-beaute-lyrics,Lary-kidd-la-grande-beaute,Lary-kidd-la-grande-beaute
515,Double Cup,Yes Mccan,https://genius.com/Yes-mccan-double-cup-lyrics,Yes-mccan-double-cup,Yes-mccan-double-cup
516,Cardi B,Enima,https://genius.com/Enima-cardi-b-lyrics,Enima-cardi-b,Enima-cardi-b
517,Chicotter,Lost,https://genius.com/Lost-chicotter-lyrics,Lost-chicotter,Lost-chicotter
518,Arab,Enima,https://genius.com/Enima-arab-lyrics,Enima-arab,Enima-arab
519,Néfertiti,FouKi,https://genius.com/Fouki-nefertiti-lyrics,Fouki-nefertiti,Fouki-nefertiti
520,Keys On The Table,Lary Kidd,https://genius.com/Lary-kidd-keys-on-the-table-lyrics,Lary-kidd-keys-on-the-table,Lary-kidd-keys-on-the-table
521,Le fantôme de l'opéra,Souldia,https://genius.com/Souldia-le-fantome-de-lopera-lyrics,Souldia-le-fantome-de-lopera,Souldia-le-fantome-de-lopera
522,Rime Organisé,Manu Militari,https://genius.com/Manu-militari-rime-organise-lyrics,Manu-militari-rime-organise,Manu-militari-rime-organise
523,Club,VT (Ft. Lil Berete ),https://genius.com/Vt-club-lyrics,Vt-club,Vt-club
524,Groove Grave,Loco Locass,https://genius.com/Loco-locass-groove-grave-lyrics,Loco-locass-groove-grave,Loco-locass-groove-grave
525,Ma Vie,VT,https://genius.com/Vt-ma-vie-lyrics,Vt-ma-vie,Vt-ma-vie
526,Le game c'est pas un jeu,Lost (Ft. Bagfull TNF ),https://genius.com/Lost-le-game-cest-pas-un-jeu-lyrics,Lost-le-game-cest-pas-un-jeu,Lost-le-game-cest-pas-un-jeu
527,La noche,Lost,https://genius.com/Lost-la-noche-lyrics,Lost-la-noche,Lost-la-noche
528,Papillon,FouKi,https://genius.com/Fouki-papillon-lyrics,Fouki-papillon,Fouki-papillon
529,GTA,Rymz,https://genius.com/Rymz-gta-lyrics,Rymz-gta,Rymz-gta
530,Love,Enima,https://genius.com/Enima-love-lyrics,Enima-love,Enima-love
531,D-Natural is Back,D-Natural,https://genius.com/D-natural-d-natural-is-back-lyrics,D-natural-d-natural-is-back,D-natural-d-natural-is-back
532,Intro,Jeune Loup,https://genius.com/Jeune-loup-intro-lyrics,Jeune-loup-intro,Jeune-loup-intro
533,OT,Lost (Ft. Trappo ),https://genius.com/Lost-ot-lyrics,Lost-ot,Lost-ot
534,Dwayne Carter Flow,Nate Husser,https://genius.com/Nate-husser-dwayne-carter-flow-lyrics,Nate-husser-dwayne-carter-flow,Nate-husser-dwayne-carter-flow
535,Lendemain,Koriass,https://genius.com/Koriass-lendemain-lyrics,Koriass-lendemain,Koriass-lendemain
536,BMF,Enima,https://genius.com/Enima-bmf-lyrics,Enima-bmf,Enima-bmf
537,Prêt ou pas,Random (QC) (Ft. Capitaine Gaza ),https://genius.com/Random-qc-pret-ou-pas-lyrics,Random-qc-pret-ou-pas,Random-qc-pret-ou-pas
538,Céline,Jeune Loup,https://genius.com/Jeune-loup-celine-lyrics,Jeune-loup-celine,Jeune-loup-celine
539,Décennie,Lost (Ft. White-B ),https://genius.com/Lost-decennie-lyrics,Lost-decennie,Lost-decennie
540,Outro (BP2),Lost,https://genius.com/Lost-outro-bp2-lyrics,Lost-outro-bp2,Lost-outro-bp2
541,FOCUS,Enima,https://genius.com/Enima-focus-lyrics,Enima-focus,Enima-focus
542,Viens célébrer,Roi Heenok,https://genius.com/Roi-heenok-viens-celebrer-lyrics,Roi-heenok-viens-celebrer,Roi-heenok-viens-celebrer
543,Je me souviens,Samian,https://genius.com/Samian-je-me-souviens-lyrics,Samian-je-me-souviens,Samian-je-me-souviens
544,Océan,Manu Militari,https://genius.com/Manu-militari-ocean-lyrics,Manu-militari-ocean,Manu-militari-ocean
545,Lil’ $,Dead Obies,https://genius.com/Dead-obies-lil-lyrics,Dead-obies-lil,Dead-obies-lil
546,Rowzin,Rowjay (Ft. Jwles ),https://genius.com/Rowjay-rowzin-lyrics,Rowjay-rowzin,Rowjay-rowzin
547,Komankasapel,Les Anticipateurs (Ft. D4vid Lee & DJ Riz-Boulet ),https://genius.com/Les-anticipateurs-komankasapel-lyrics,Les-anticipateurs-komankasapel,Les-anticipateurs-komankasapel
548,Win Win,"Loud , Imposs & Raccoon",https://genius.com/Loud-imposs-and-raccoon-win-win-lyrics,Loud-imposs-and-raccoon-win-win,Loud-imposs-and-raccoon-win-win
549,Pour vrai,Dead Obies,https://genius.com/Dead-obies-pour-vrai-lyrics,Dead-obies-pour-vrai,Dead-obies-pour-vrai
550,EN AMOUR,"Charlie Shulz (Ft. Le Ice , Ray Ray , Shreez & Tizzo )",https://genius.com/Charlie-shulz-en-amour-lyrics,Charlie-shulz-en-amour,Charlie-shulz-en-amour
551,Fugueuse,DawaMafia,https://genius.com/Dawamafia-fugueuse-lyrics,Dawamafia-fugueuse,Dawamafia-fugueuse
552,Oh ma Loca,"Capitaine Gaza (Ft. Lost , MB & White-B )",https://genius.com/Capitaine-gaza-oh-ma-loca-lyrics,Capitaine-gaza-oh-ma-loca,Capitaine-gaza-oh-ma-loca
553,Rouge neige,"Souldia (Ft. Rick Pagano , Seth Gueko & Sinik )",https://genius.com/Souldia-rouge-neige-lyrics,Souldia-rouge-neige,Souldia-rouge-neige
554,Crime d'honneur,Manu Militari,https://genius.com/Manu-militari-crime-dhonneur-lyrics,Manu-militari-crime-dhonneur,Manu-militari-crime-dhonneur
555,Coupe-vent Columbia,Lary Kidd (Ft. 20Some ),https://genius.com/Lary-kidd-coupe-vent-columbia-lyrics,Lary-kidd-coupe-vent-columbia,Lary-kidd-coupe-vent-columbia
556,Back,Kirouac & Kodakludo,https://genius.com/Kirouac-and-kodakludo-back-lyrics,Kirouac-and-kodakludo-back,Kirouac-and-kodakludo-back
557,Outremont,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-outremont-lyrics,Loud-lary-ajust-outremont,Loud-lary-ajust-outremont
558,Le trou,Souldia,https://genius.com/Souldia-le-trou-lyrics,Souldia-le-trou,Souldia-le-trou
559,Gwap,FouKi,https://genius.com/Fouki-gwap-lyrics,Fouki-gwap,Fouki-gwap
560,Jenny Freestyle,Dead Obies,https://genius.com/Dead-obies-jenny-freestyle-lyrics,Dead-obies-jenny-freestyle,Dead-obies-jenny-freestyle
561,Leader,Koriass,https://genius.com/Koriass-leader-lyrics,Koriass-leader,Koriass-leader
562,Dirt,Enima,https://genius.com/Enima-dirt-lyrics,Enima-dirt,Enima-dirt
563,Gullywood,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-gullywood-lyrics,Loud-lary-ajust-gullywood,Loud-lary-ajust-gullywood
564,51tr4p Fr4p50 (Intro),Tizzo & Shreez,https://genius.com/Tizzo-and-shreez-51tr4p-fr4p50-intro-lyrics,Tizzo-and-shreez-51tr4p-fr4p50-intro,Tizzo-and-shreez-51tr4p-fr4p50-i
565,Clay Davis,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-clay-davis-lyrics,Loud-lary-ajust-clay-davis,Loud-lary-ajust-clay-davis
566,Pour la mula,Soubillz (Ft. Lost ),https://genius.com/Soubillz-pour-la-mula-lyrics,Soubillz-pour-la-mula,Soubillz-pour-la-mula
567,20 Bandz,Enima,https://genius.com/Enima-20-bandz-lyrics,Enima-20-bandz,Enima-20-bandz
568,Ô Mon Dieu,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-o-mon-dieu-lyrics,Loud-lary-ajust-o-mon-dieu,Loud-lary-ajust-o-mon-dieu
569,Ce n'était pas voulu,Souldia,https://genius.com/Souldia-ce-netait-pas-voulu-lyrics,Souldia-ce-netait-pas-voulu,Souldia-ce-netait-pas-voulu
570,Miracles,Koriass (Ft. FouKi ),https://genius.com/Koriass-miracles-lyrics,Koriass-miracles,Koriass-miracles
571,Lysandre,Les Anticipateurs,https://genius.com/Les-anticipateurs-lysandre-lyrics,Les-anticipateurs-lysandre,Les-anticipateurs-lysandre
572,Vedette,VT (Ft. Enima ),https://genius.com/Vt-vedette-lyrics,Vt-vedette,Vt-vedette
573,Trapstar,Kino (QC),https://genius.com/Kino-qc-trapstar-lyrics,Kino-qc-trapstar,Kino-qc-trapstar
574,À qui ?,Jeune Loup,https://genius.com/Jeune-loup-a-qui-lyrics,Jeune-loup-a-qui,Jeune-loup-a-qui
575,Cône Orange,Les Anticipateurs,https://genius.com/Les-anticipateurs-cone-orange-lyrics,Les-anticipateurs-cone-orange,Les-anticipateurs-cone-orange
576,La rue,Gutta,https://genius.com/Gutta-la-rue-lyrics,Gutta-la-rue,Gutta-la-rue
577,Ayenne,Zinera,https://genius.com/Zinera-ayenne-lyrics,Zinera-ayenne,Zinera-ayenne
578,Friday Night,Dead Obies,https://genius.com/Dead-obies-friday-night-lyrics,Dead-obies-friday-night,Dead-obies-friday-night
579,Jamais jamais,Koriass,https://genius.com/Koriass-jamais-jamais-lyrics,Koriass-jamais-jamais,Koriass-jamais-jamais
580,Dos large,Connaisseur Ticaso,https://genius.com/Connaisseur-ticaso-dos-large-lyrics,Connaisseur-ticaso-dos-large,Connaisseur-ticaso-dos-large
581,EAU,FouKi (Ft. Kevin Na$h ),https://genius.com/Fouki-eau-lyrics,Fouki-eau,Fouki-eau
582,Otages,5sang14,https://genius.com/5sang14-otages-lyrics,5sang14-otages,5sang14-otages
583,3M,Lamiral (QC) (Ft. VT ),https://genius.com/Lamiral-qc-3m-lyrics,Lamiral-qc-3m,Lamiral-qc-3m
584,Positif,FouKi,https://genius.com/Fouki-positif-lyrics,Fouki-positif,Fouki-positif
585,Loud,Shreez,https://genius.com/Shreez-loud-lyrics,Shreez-loud,Shreez-loud
586,Le monde est à nous,Souldia (Ft. Farfadet ),https://genius.com/Souldia-le-monde-est-a-nous-lyrics,Souldia-le-monde-est-a-nous,Souldia-le-monde-est-a-nous
587,Venom,White-B (Ft. Capitaine Gaza ),https://genius.com/White-b-venom-lyrics,White-b-venom,White-b-venom
588,Tjrs raison,"FouKi (Ft. Eman , Jam (K6A) , KNLO , Maybe Watson , Obia le Chef & Robert Nelson )",https://genius.com/Fouki-tjrs-raison-lyrics,Fouki-tjrs-raison,Fouki-tjrs-raison
589,WYD,Planet Giza (Ft. Saba ),https://genius.com/Planet-giza-wyd-lyrics,Planet-giza-wyd,Planet-giza-wyd
590,MAGIE,Enima,https://genius.com/Enima-magie-lyrics,Enima-magie,Enima-magie
591,Je suis comme je suis,Souldia,https://genius.com/Souldia-je-suis-comme-je-suis-lyrics,Souldia-je-suis-comme-je-suis,Souldia-je-suis-comme-je-suis
592,Pichassine,Qualité Motel (Ft. Rednext Level ),https://genius.com/Qualite-motel-pichassine-lyrics,Qualite-motel-pichassine,Qualite-motel-pichassine
593,Rage de vivre,Souldia (Ft. Lost ),https://genius.com/Souldia-rage-de-vivre-lyrics,Souldia-rage-de-vivre,Souldia-rage-de-vivre
594,Peinture à l'huile,Loud,https://genius.com/Loud-peinture-a-lhuile-lyrics,Loud-peinture-a-lhuile,Loud-peinture-a-lhuile
595,Too Many,"Dirty S (Ft. Lil Berete , Lost & MB )",https://genius.com/Dirty-s-too-many-lyrics,Dirty-s-too-many,Dirty-s-too-many
