#,title,artist,URL,file,video
52,Médailles,Loud,https://genius.com/Loud-medailles-lyrics,052-Loud-medailles,https://www.youtube.com/watch?v=IGw_k60cGdc
53,Where They @,Dead Obies,https://genius.com/Dead-obies-where-they-lyrics,053-Dead-obies-where-they,https://youtu.be/dU-NU5t4Syg
54,Éléphant,Koriass,https://genius.com/Koriass-elephant-lyrics,054-Koriass-elephant,https://youtu.be/F9qdxZvP3Kg
55,Intro (MMS1),Enima,https://genius.com/Enima-intro-mms1-lyrics,055-Enima-intro-mms1,https://youtu.be/zn6t267flQs
56,Chacun sa manière,Souldia (Ft. Enima & Fou Furieux ),https://genius.com/Souldia-chacun-sa-maniere-lyrics,056-Souldia-chacun-sa-maniere,https://youtu.be/P4Fj0B-aUj4
57,Iceberg,Lost,https://genius.com/Lost-iceberg-lyrics,057-Lost-iceberg,https://youtu.be/_ye6xvQQTWc
58,Vérité,Lost (Ft. White-B ),https://genius.com/Lost-verite-lyrics,058-Lost-verite,https://www.youtube.com/watch?v=_qcArsldu2Y
59,Jugg,Izzy-S (Ft. Enima ),https://genius.com/Izzy-s-jugg-lyrics,059-Izzy-s-jugg,https://youtu.be/ZUpWMtsWC3E
60,Chill?,Tizzo & Shreez,https://genius.com/Tizzo-and-shreez-chill-lyrics,060-Tizzo-and-shreez-chill,https://youtu.be/S14M0p6S4GI
61,Territoire hostile,Sans Pression,https://genius.com/Sans-pression-territoire-hostile-lyrics,061-Sans-pression-territoire-hostile,https://www.youtube.com/watch?v=6WMNkJhFu3U
62,Trilogie,Osirus Jack (Ft. Kaki Santana & Roi Heenok ),https://genius.com/Osirus-jack-trilogie-lyrics,062-Osirus-jack-trilogie,https://youtu.be/WQVNWgKQrQQ
63,Grande plume,Manu Militari,https://genius.com/Manu-militari-grande-plume-lyrics,063-Manu-militari-grande-plume,https://youtu.be/y6nGWkxNJDo
64,Moi,Enima,https://genius.com/Enima-moi-lyrics,064-Enima-moi,https://youtu.be/uyx2DaQZ6V8
65,Ciel,FouKi (Ft. Alicia Moffet ),https://genius.com/Fouki-ciel-lyrics,065-Fouki-ciel,https://youtu.be/KaEGXDj6420
66,Petit prince,Rymz,https://genius.com/Rymz-petit-prince-lyrics,066-Rymz-petit-prince,https://youtu.be/HkVaI7xz1qU
67,Wrist Money,Enima,https://genius.com/Enima-wrist-money-lyrics,067-Enima-wrist-money,https://youtu.be/RdpZtbV576o
68,Inoubliable,Souldia,https://genius.com/Souldia-inoubliable-lyrics,068-Souldia-inoubliable,https://youtu.be/qQx6LvTtwFg
69,Cinq à sept,Koriass,https://genius.com/Koriass-cinq-a-sept-lyrics,069-Koriass-cinq-a-sept,https://youtu.be/YStfDrEbync
70,Vamos,MB (Ft. Lost ),https://genius.com/Mb-vamos-lyrics,070-Mb-vamos,https://youtu.be/sOx3c0LlWGA
71,Matusalem,Koriass (Ft. Jay Scøtt ),https://genius.com/Koriass-matusalem-lyrics,071-Koriass-matusalem,https://youtu.be/bkV5DR-ngDo
72,Monnaie,Dead Obies,https://genius.com/Dead-obies-monnaie-lyrics,072-Dead-obies-monnaie,https://youtu.be/ekHVtIWxE7w
73,P5,Lost,https://genius.com/Lost-p5-lyrics,073-Lost-p5,https://youtu.be/bSiKMZs419Y
74,Sur ma vie,Vai,https://genius.com/Vai-sur-ma-vie-lyrics,074-Vai-sur-ma-vie,https://youtu.be/hjynul1rk2A
75,Toute la nuit,Enima (Ft. VT ),https://genius.com/Enima-toute-la-nuit-lyrics,075-Enima-toute-la-nuit,https://youtu.be/Ydi-gEokzZE
76,ALL ZAY,FouKi (Ft. Koriass ),https://genius.com/Fouki-all-zay-lyrics,076-Fouki-all-zay,https://youtu.be/tmjl209fjdw
77,Saint Laurent,Mister V (Ft. Rowjay ),https://genius.com/Mister-v-saint-laurent-lyrics,077-Mister-v-saint-laurent,https://youtu.be/uWDkQCcxwCY
78,Cendres,Loud Lary Ajust (Ft. Fanny Bloom ),https://genius.com/Loud-lary-ajust-cendres-lyrics,078-Loud-lary-ajust-cendres,https://youtu.be/QWqXl0CydP8
79,L'Attente,Manu Militari,https://genius.com/Manu-militari-lattente-lyrics,079-Manu-militari-lattente,https://youtu.be/rjwm_GsNYds
80,Supernova,Koriass,https://genius.com/Koriass-supernova-lyrics,080-Koriass-supernova,https://youtu.be/9aPkA66MKLs
81,Fallait y aller,Loud,https://genius.com/Loud-fallait-y-aller-lyrics,081-Loud-fallait-y-aller,https://youtu.be/Oaz4-YLLaoE
82,Le pont de la rivière Kwaï,Loud,https://genius.com/Loud-le-pont-de-la-riviere-kwai-lyrics,082-Loud-le-pont-de-la-riviere-kwai,https://youtu.be/K6LKGgk2gy8
83,Bando,"MB , Lost & White-B",https://genius.com/Mb-lost-and-white-b-bando-lyrics,083-Mb-lost-and-white-b-bando,https://youtu.be/7q5waG9ySuk
84,Ménage à trois,Manu Militari,https://genius.com/Manu-militari-menage-a-trois-lyrics,084-Manu-militari-menage-a-trois,https://youtu.be/aQXpiJ-8cR8
85,So Far So Good,Loud,https://genius.com/Loud-so-far-so-good-lyrics,085-Loud-so-far-so-good,https://youtu.be/t4hmoMtkmnY
86,Automne,Loud Lary Ajust (Ft. Karim Ouellet ),https://genius.com/Loud-lary-ajust-automne-lyrics,086-Loud-lary-ajust-automne,https://youtu.be/RpUkfTlnx-k
87,Don't Play It Safe,Cassie,https://genius.com/Cassie-dont-play-it-safe-lyrics,087-Cassie-dont-play-it-safe,https://youtu.be/iFr11MdK5wk
88,Wow,Tizzo & Shreez (Ft. Soft & VNCE CARTER ),https://genius.com/Tizzo-and-shreez-wow-lyrics,088-Tizzo-and-shreez-wow,https://youtu.be/T8iA8zpDfbY
89,Le bonheur des autres,"Souldia (Ft. Lost , MB & White-B )",https://genius.com/Souldia-le-bonheur-des-autres-lyrics,089-Souldia-le-bonheur-des-autres,https://youtu.be/pirbeR-aDog
90,Waiting,Dead Obies,https://genius.com/Dead-obies-waiting-lyrics,090-Dead-obies-waiting,https://youtu.be/9foVM1oItXU
91,Badman,Lost,https://genius.com/Lost-badman-lyrics,091-Lost-badman,https://youtu.be/jSmtfNM85RA
92,STEAK,Les Anticipateurs,https://genius.com/Les-anticipateurs-steak-lyrics,092-Les-anticipateurs-steak,https://youtu.be/cOrz7Wj27kI
93,Voix de fait,Manu Militari,https://genius.com/Manu-militari-voix-de-fait-lyrics,093-Manu-militari-voix-de-fait,https://youtu.be/xb52RoKy1I8
94,Jack Sparrow,MB,https://genius.com/Mb-jack-sparrow-lyrics,094-Mb-jack-sparrow,https://youtu.be/tfRiiLCvLME
95,Bruce Wayne,Lost (Ft. Izzy-S ),https://genius.com/Lost-bruce-wayne-lyrics,095-Lost-bruce-wayne,https://youtu.be/AlMgW_k8q6M
96,Vider le klip,VT,https://genius.com/Vt-vider-le-klip-lyrics,096-Vt-vider-le-klip,https://youtu.be/DFlceU0NYn4
97,Henny,Enima,https://genius.com/Enima-henny-lyrics,097-Enima-henny,https://youtu.be/7WJhpYRIEWE
98,Sur la route,Lost,https://genius.com/Lost-sur-la-route-lyrics,098-Lost-sur-la-route,https://youtu.be/Pit2aFhyA7w
99,Jamais de la vie,Loud,https://genius.com/Loud-jamais-de-la-vie-lyrics,099-Loud-jamais-de-la-vie,https://www.youtube.com/watch?v=oTZpZ-PMi40
100,Time,Enima,https://genius.com/Enima-time-lyrics,100-Enima-time,https://youtu.be/nkjL1NuNWrY
101,Une plotte c’t’une plotte,Black Taboo,https://genius.com/Black-taboo-une-plotte-ctune-plotte-lyrics,101-Black-taboo-une-plotte-ctune-plotte,
102,Misère,Enima,https://genius.com/Enima-misere-lyrics,102-Enima-misere,
103,Pavel Bure,Les Anticipateurs (Ft. Shreez & Tizzo ),https://genius.com/Les-anticipateurs-pavel-bure-lyrics,103-Les-anticipateurs-pavel-bure,
104,Fanny,YH,https://genius.com/Yh-fanny-lyrics,104-Yh-fanny,
105,LIMB,Planet Giza,https://genius.com/Planet-giza-limb-lyrics,105-Planet-giza-limb,
106,La Paix des Braves,Samian (Ft. Loco Locass ),https://genius.com/Samian-la-paix-des-braves-lyrics,106-Samian-la-paix-des-braves,
107,Sirènes,Lost (Ft. Capitaine Gaza ),https://genius.com/Lost-sirenes-lyrics,107-Lost-sirenes,
108,Il était moins une,Loud,https://genius.com/Loud-il-etait-moins-une-lyrics,108-Loud-il-etait-moins-une,
109,Bye bye,White-B,https://genius.com/White-b-bye-bye-lyrics,109-White-b-bye-bye,
110,Éclipse,Enima,https://genius.com/Enima-eclipse-lyrics,110-Enima-eclipse,
111,Doo Wop,Dead Obies,https://genius.com/Dead-obies-doo-wop-lyrics,111-Dead-obies-doo-wop,
112,Valentina,Souldia,https://genius.com/Souldia-valentina-lyrics,112-Souldia-valentina,
113,Zombies,Koriass,https://genius.com/Koriass-zombies-lyrics,113-Koriass-zombies,
114,La Cause,VT,https://genius.com/Vt-la-cause-lyrics,114-Vt-la-cause,
115,Gris,Enima,https://genius.com/Enima-gris-lyrics,115-Enima-gris,
117,Ça Pue,Tizzo & Shreez,https://genius.com/Tizzo-and-shreez-ca-pue-lyrics,117-Tizzo-and-shreez-ca-pue,
118,Métropole,MB,https://genius.com/Mb-metropole-lyrics,118-Mb-metropole,
119,Cocaïno rap musique,Roi Heenok,https://genius.com/Roi-heenok-cocaino-rap-musique-lyrics,119-Roi-heenok-cocaino-rap-musique,
120,Rosa,VT,https://genius.com/Vt-rosa-lyrics,120-Vt-rosa,
121,Réussir,Enima,https://genius.com/Enima-reussir-lyrics,121-Enima-reussir,
122,Love suprême,Koriass (Ft. Sabrina Halde ),https://genius.com/Koriass-love-supreme-lyrics,122-Koriass-love-supreme,
123,Ondulation,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-ondulation-lyrics,123-Loud-lary-ajust-ondulation,
124,Pour mon pays,Sir Pathétik,https://genius.com/Sir-pathetik-pour-mon-pays-lyrics,124-Sir-pathetik-pour-mon-pays,
125,BP2 (Intro),Lost,https://genius.com/Lost-bp2-intro-lyrics,125-Lost-bp2-intro,
126,Détour,Enima,https://genius.com/Enima-detour-lyrics,126-Enima-detour,
127,Outro (Cerbère),"MB , Lost & White-B (Ft. Capitaine Gaza )",https://genius.com/Mb-lost-and-white-b-outro-cerbere-lyrics,127-Mb-lost-and-white-b-outro-cerbere,
128,Runnin',Dead Obies,https://genius.com/Dead-obies-runnin-lyrics,128-Dead-obies-runnin,
129,Star,Enima,https://genius.com/Enima-star-lyrics,129-Enima-star,
130,SWG,Loud (Ft. Lary Kidd ),https://genius.com/Loud-swg-lyrics,130-Loud-swg,
131,Mille Soleils,Rymz,https://genius.com/Rymz-mille-soleils-lyrics,131-Rymz-mille-soleils,
132,Dz d’Amérique,Enima,https://genius.com/Enima-dz-damerique-lyrics,132-Enima-dz-damerique,
133,PLG,5sang14,https://genius.com/5sang14-plg-lyrics,133-5sang14-plg,
134,Longue histoire courte,Loud,https://genius.com/Loud-longue-histoire-courte-lyrics,134-Loud-longue-histoire-courte,
135,Elle sait pas,White-B,https://genius.com/White-b-elle-sait-pas-lyrics,135-White-b-elle-sait-pas,
136,Marée humaine,Manu Militari,https://genius.com/Manu-militari-maree-humaine-lyrics,136-Manu-militari-maree-humaine,
137,HYBRIDE EXO,Roi Heenok (Ft. Alkpote ),https://genius.com/Roi-heenok-hybride-exo-lyrics,137-Roi-heenok-hybride-exo,
138,Alaclair High,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-alaclair-high-lyrics,138-Alaclair-ensemble-alaclair-high,
139,Une année record,Loud,https://genius.com/Loud-une-annee-record-lyrics,139-Loud-une-annee-record,
140,Best Friend,Enima,https://genius.com/Enima-best-friend-lyrics,140-Enima-best-friend,
141,Mona Lisa,White-B (Ft. MB ),https://genius.com/White-b-mona-lisa-lyrics,141-White-b-mona-lisa,
142,Hooked,Zeina,https://genius.com/Zeina-hooked-lyrics,142-Zeina-hooked,
143,Nouvelle drogue,Rymz (Ft. William Hennessey ),https://genius.com/Rymz-nouvelle-drogue-lyrics,143-Rymz-nouvelle-drogue,
144,Indélébile,Rymz,https://genius.com/Rymz-indelebile-lyrics,144-Rymz-indelebile,
146,ONO,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-ono-lyrics,146-Loud-lary-ajust-ono,
147,Slow Motion,Ryan (QC) (Ft. Lost ),https://genius.com/Ryan-qc-slow-motion-lyrics,147-Ryan-qc-slow-motion,
148,Pourquoi tout perdre,Lenni-Kim,https://genius.com/Lenni-kim-pourquoi-tout-perdre-lyrics,148-Lenni-kim-pourquoi-tout-perdre,
149,Gucci,Soubillz,https://genius.com/Soubillz-gucci-lyrics,149-Soubillz-gucci,
150,Million,Enima,https://genius.com/Enima-million-lyrics,150-Enima-million,
151,Devil May Cry,Rowjay (Ft. Alpha Wann ),https://genius.com/Rowjay-devil-may-cry-lyrics,151-Rowjay-devil-may-cry,
152,Vrai Slime,Jeune Loup,https://genius.com/Jeune-loup-vrai-slime-lyrics,152-Jeune-loup-vrai-slime,
153,In Love,Enima,https://genius.com/Enima-in-love-lyrics,153-Enima-in-love,
154,FLX,Alaclair Ensemble (Ft. Souldia ),https://genius.com/Alaclair-ensemble-flx-lyrics,154-Alaclair-ensemble-flx,
155,Off The Grid,Loud (Ft. Lary Kidd ),https://genius.com/Loud-off-the-grid-lyrics,155-Loud-off-the-grid,
156,Corbeau,Souldia,https://genius.com/Souldia-corbeau-lyrics,156-Souldia-corbeau,
157,Pardon,Koriass (Ft. Loud ),https://genius.com/Koriass-pardon-lyrics,157-Koriass-pardon,
158,Break,Dead Obies,https://genius.com/Dead-obies-break-lyrics,158-Dead-obies-break,
159,Espérance,Souldia,https://genius.com/Souldia-esperance-lyrics,159-Souldia-esperance,
160,Chacun son récit,White-B,https://genius.com/White-b-chacun-son-recit-lyrics,160-White-b-chacun-son-recit,
161,Blue Volvo,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-blue-volvo-lyrics,161-Loud-lary-ajust-blue-volvo,
162,La mort de Manu (Garde ta job),Koriass,https://genius.com/Koriass-la-mort-de-manu-garde-ta-job-lyrics,162-Koriass-la-mort-de-manu-garde-ta-job,
163,Back sur le BS,Jeune Loup,https://genius.com/Jeune-loup-back-sur-le-bs-lyrics,163-Jeune-loup-back-sur-le-bs,
164,Findsemaine,Les Anticipateurs,https://genius.com/Les-anticipateurs-findsemaine-lyrics,164-Les-anticipateurs-findsemaine,
165,Roi de la jungle,Manu Militari (Ft. Fafadi ),https://genius.com/Manu-militari-roi-de-la-jungle-lyrics,165-Manu-militari-roi-de-la-jungle,
166,Rien ne va plus,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-rien-ne-va-plus-lyrics,166-Loud-lary-ajust-rien-ne-va-plus,
167,Kurt Cobain,Souldia,https://genius.com/Souldia-kurt-cobain-lyrics,167-Souldia-kurt-cobain,
168,F.P.T.N.,Yes Mccan (Ft. CDX ),https://genius.com/Yes-mccan-fptn-lyrics,168-Yes-mccan-fptn,
169,La vi ti nèg,Muzion,https://genius.com/Muzion-la-vi-ti-neg-lyrics,169-Muzion-la-vi-ti-neg,
170,PLAYA,FouKi,https://genius.com/Fouki-playa-lyrics,170-Fouki-playa,
171,Esclave en fuite,Manu Militari,https://genius.com/Manu-militari-esclave-en-fuite-lyrics,171-Manu-militari-esclave-en-fuite,
172,Zaybae,FouKi,https://genius.com/Fouki-zaybae-lyrics,172-Fouki-zaybae,
173,Peace and Love,Manu Militari,https://genius.com/Manu-militari-peace-and-love-lyrics,173-Manu-militari-peace-and-love,
174,Aweille,Dead Obies,https://genius.com/Dead-obies-aweille-lyrics,174-Dead-obies-aweille,
175,What It Is,Dead Obies,https://genius.com/Dead-obies-what-it-is-lyrics,175-Dead-obies-what-it-is,
176,Barillet,Souldia,https://genius.com/Souldia-barillet-lyrics,176-Souldia-barillet,
177,Jolies Filles,Koriass (Ft. Lary Kidd ),https://genius.com/Koriass-jolies-filles-lyrics,177-Koriass-jolies-filles,
178,Bénis,Koriass & FouKi,https://genius.com/Koriass-and-fouki-benis-lyrics,178-Koriass-and-fouki-benis,
180,S.P.A.L.A.,FouKi (Ft. Vendou ),https://genius.com/Fouki-spala-lyrics,180-Fouki-spala,
181,Lait de chèvre,Koriass (Ft. FouKi ),https://genius.com/Koriass-lait-de-chevre-lyrics,181-Koriass-lait-de-chevre,
183,Au début,White-B,https://genius.com/White-b-au-debut-lyrics,183-White-b-au-debut,
184,Changement de décor,Manu Militari,https://genius.com/Manu-militari-changement-de-decor-lyrics,184-Manu-militari-changement-de-decor,
185,Petit Jésus,Lary Kidd,https://genius.com/Lary-kidd-petit-jesus-lyrics,185-Lary-kidd-petit-jesus,
186,PARANO,Lost & Loud,https://genius.com/Lost-and-loud-parano-lyrics,186-Lost-and-loud-parano,
187,Escobar,Enima,https://genius.com/Enima-escobar-lyrics,187-Enima-escobar,
188,Croise les doigts,Tizzo & Shreez & Le Ice (Ft. Peeda & Salgrimo ),https://genius.com/Tizzo-and-shreez-and-le-ice-croise-les-doigts-lyrics,188-Tizzo-and-shreez-and-le-ice-croise-les-doigts,
189,Poséidon,Lost (Ft. Demso & Ryan (QC) ),https://genius.com/Lost-poseidon-lyrics,189-Lost-poseidon,
190,Avenir,Rowjay (Ft. Serane ),https://genius.com/Rowjay-avenir-lyrics,190-Rowjay-avenir,
191,Légendaire,"Imposs (Ft. Loud , Rymz , Tizzo & White-B )",https://genius.com/Imposs-legendaire-lyrics,191-Imposs-legendaire,
192,Marche vitale,Manu Militari,https://genius.com/Manu-militari-marche-vitale-lyrics,192-Manu-militari-marche-vitale,
193,Les âmes perdues,Manu Militari,https://genius.com/Manu-militari-les-ames-perdues-lyrics,193-Manu-militari-les-ames-perdues,
194,Gruau,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-gruau-lyrics,194-Loud-lary-ajust-gruau,
195,La Purge,Random (QC) (Ft. White-B ),https://genius.com/Random-qc-la-purge-lyrics,195-Random-qc-la-purge,
196,All In,Les Anticipateurs,https://genius.com/Les-anticipateurs-all-in-lyrics,196-Les-anticipateurs-all-in,
197,Cette nuit,Enima (Ft. Russkov ),https://genius.com/Enima-cette-nuit-lyrics,197-Enima-cette-nuit,
198,Maybach,Enima,https://genius.com/Enima-maybach-lyrics,198-Enima-maybach,
199,Cabane à Sucre,Les Anticipateurs,https://genius.com/Les-anticipateurs-cabane-a-sucre-lyrics,199-Les-anticipateurs-cabane-a-sucre,
200,Tony Hawk,Dead Obies,https://genius.com/Dead-obies-tony-hawk-lyrics,200-Dead-obies-tony-hawk,
201,St-Eustache,Koriass,https://genius.com/Koriass-st-eustache-lyrics,201-Koriass-st-eustache,
202,Water,"Enima (Ft. Hoodrich Pablo Juan , Ness (USA) , Offset & Quavo )",https://genius.com/Enima-water-lyrics,202-Enima-water,
203,Death Note,Zinera,https://genius.com/Zinera-death-note-lyrics,203-Zinera-death-note,
204,Pour chaque goutte de pétrole,Manu Militari,https://genius.com/Manu-militari-pour-chaque-goutte-de-petrole-lyrics,204-Manu-militari-pour-chaque-goutte-de-petrole,
205,Président,Enima,https://genius.com/Enima-president-lyrics,205-Enima-president,
206,JSP,Enima,https://genius.com/Enima-jsp-lyrics,206-Enima-jsp,
207,Forêts,Yes Mccan (Ft. Caballero & JeanJass & Ogee Rodman ),https://genius.com/Yes-mccan-forets-lyrics,207-Yes-mccan-forets,
208,Risques,Enima,https://genius.com/Enima-risques-lyrics,208-Enima-risques,
209,Le rappel,Manu Militari (Ft. Souldia ),https://genius.com/Manu-militari-le-rappel-lyrics,209-Manu-militari-le-rappel,
210,1919,High Klassified (Ft. Zach Zoya ),https://genius.com/High-klassified-1919-lyrics,210-High-klassified-1919,
211,Sourire aux lèvres,Souldia,https://genius.com/Souldia-sourire-aux-levres-lyrics,211-Souldia-sourire-aux-levres,
212,BP3,Lost,https://genius.com/Lost-bp3-lyrics,212-Lost-bp3,
213,Paralyser,Lost (Ft. MB ),https://genius.com/Lost-paralyser-lyrics,213-Lost-paralyser,
214,Gang Shit,VT,https://genius.com/Vt-gang-shit-lyrics,214-Vt-gang-shit,
215,RX,Jeune Loup,https://genius.com/Jeune-loup-rx-lyrics,215-Jeune-loup-rx,
216,14AM,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-14am-lyrics,216-Loud-lary-ajust-14am,
217,Booska MMS,Enima,https://genius.com/Enima-booska-mms-lyrics,217-Enima-booska-mms,
218,T'aimes un bad boy,Sir Pathétik (Ft. 01 Etranjj & Yvon Krevé ),https://genius.com/Sir-pathetik-taimes-un-bad-boy-lyrics,218-Sir-pathetik-taimes-un-bad-boy,
219,Dédicace,Manu Militari,https://genius.com/Manu-militari-dedicace-lyrics,219-Manu-militari-dedicace,
220,Start Over,Planet Giza,https://genius.com/Planet-giza-start-over-lyrics,220-Planet-giza-start-over,
221,Sac de sport,Lary Kidd (Ft. Loud ),https://genius.com/Lary-kidd-sac-de-sport-lyrics,221-Lary-kidd-sac-de-sport,
222,3.5,Shreez,https://genius.com/Shreez-35-lyrics,222-Shreez-35,
224,Rocky Balboa,Lost,https://genius.com/Lost-rocky-balboa-lyrics,224-Lost-rocky-balboa,
225,Dans la peau (Anxiety),Yes Mccan,https://genius.com/Yes-mccan-dans-la-peau-anxiety-lyrics,225-Yes-mccan-dans-la-peau-anxiety,
226,50 Barres Outro,Jeune Loup,https://genius.com/Jeune-loup-50-barres-outro-lyrics,226-Jeune-loup-50-barres-outro,
227,EGK,Gutta (Ft. VT ),https://genius.com/Gutta-egk-lyrics,227-Gutta-egk,
228,Léonidas,Lost,https://genius.com/Lost-leonidas-lyrics,228-Lost-leonidas,
229,Salles combles,Loud,https://genius.com/Loud-salles-combles-lyrics,229-Loud-salles-combles,
230,Price,Enima,https://genius.com/Enima-price-lyrics,230-Enima-price,
231,Double vision,White-B,https://genius.com/White-b-double-vision-lyrics,231-White-b-double-vision,
232,Les mots,Samian (Ft. Anodajay ),https://genius.com/Samian-les-mots-lyrics,232-Samian-les-mots,
233,Ce monde là,Lary Kidd,https://genius.com/Lary-kidd-ce-monde-la-lyrics,233-Lary-kidd-ce-monde-la,
234,Mula,"MB , Lost & White-B",https://genius.com/Mb-lost-and-white-b-mula-lyrics,234-Mb-lost-and-white-b-mula,
235,Devil,Enima,https://genius.com/Enima-devil-lyrics,235-Enima-devil,
236,Je t'aime,Rymz,https://genius.com/Rymz-je-taime-lyrics,236-Rymz-je-taime,
237,Pinata,Shreez (Ft. Peeda & Tizzo ),https://genius.com/Shreez-pinata-lyrics,237-Shreez-pinata,
238,Nouveau soleil,Souldia (Ft. Eman & FouKi ),https://genius.com/Souldia-nouveau-soleil-lyrics,238-Souldia-nouveau-soleil,
239,Tout est dit,Manu Militari,https://genius.com/Manu-militari-tout-est-dit-lyrics,239-Manu-militari-tout-est-dit,
240,Do or Die,Dead Obies,https://genius.com/Dead-obies-do-or-die-lyrics,240-Dead-obies-do-or-die,
242,Oragio,Rod le Stod,https://genius.com/Rod-le-stod-oragio-lyrics,242-Rod-le-stod-oragio,
244,Désarmé jusqu'aux dents,Taktika,https://genius.com/Taktika-desarme-jusquaux-dents-lyrics,244-Taktika-desarme-jusquaux-dents,
245,Fake nigga,Lost,https://genius.com/Lost-fake-nigga-lyrics,245-Lost-fake-nigga,
246,Instinct Animal,Jeune Loup,https://genius.com/Jeune-loup-instinct-animal-lyrics,246-Jeune-loup-instinct-animal,
247,Game Over,Dead Obies (Ft. Naadei ),https://genius.com/Dead-obies-game-over-lyrics,247-Dead-obies-game-over,
248,La vraie musique de nègres,Roi Heenok,https://genius.com/Roi-heenok-la-vraie-musique-de-negres-lyrics,248-Roi-heenok-la-vraie-musique-de-negres,
250,Tout C'Qui Faut,Koriass & FouKi,https://genius.com/Koriass-and-fouki-tout-cqui-faut-lyrics,250-Koriass-and-fouki-tout-cqui-faut,
251,Come Thru,Rymz (Ft. D4vid Lee & Gvong ),https://genius.com/Rymz-come-thru-lyrics,251-Rymz-come-thru,
252,Gagnant,Koriass,https://genius.com/Koriass-gagnant-lyrics,252-Koriass-gagnant,
253,Bandito Story,Lost,https://genius.com/Lost-bandito-story-lyrics,253-Lost-bandito-story,
254,Krève,Rymz (Ft. Souldia ),https://genius.com/Rymz-kreve-lyrics,254-Rymz-kreve,
255,Plus Haut,Koriass,https://genius.com/Koriass-plus-haut-lyrics,255-Koriass-plus-haut,
256,Périmètre,MB,https://genius.com/Mb-perimetre-lyrics,256-Mb-perimetre,
257,L’étage souterrain,Sans Pression (Ft. Le Youngin' & Yvon Krevé ),https://genius.com/Sans-pression-letage-souterrain-lyrics,257-Sans-pression-letage-souterrain,
258,Cicatrices,HYESOS BLYA (Ft. Cyrus (Random Trio) ),https://genius.com/Hyesos-blya-cicatrices-lyrics,258-Hyesos-blya-cicatrices,
259,Longues vies,Loud,https://genius.com/Loud-longues-vies-lyrics,259-Loud-longues-vies,
260,I love U,Souldia,https://genius.com/Souldia-i-love-u-lyrics,260-Souldia-i-love-u,
261,$ud $ale,Dead Obies,https://genius.com/Dead-obies-ud-sale-lyrics,261-Dead-obies-ud-sale,
262,Allo Allo,Dead Obies (Ft. Naadei ),https://genius.com/Dead-obies-allo-allo-lyrics,262-Dead-obies-allo-allo,
263,Pas sortables,Loud,https://genius.com/Loud-pas-sortables-lyrics,263-Loud-pas-sortables,
264,La famille,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-la-famille-lyrics,264-Alaclair-ensemble-la-famille,
265,Une lettre pour Milan,Souldia,https://genius.com/Souldia-une-lettre-pour-milan-lyrics,265-Souldia-une-lettre-pour-milan,
266,La petite négresse à bicyclette,Roi Heenok,https://genius.com/Roi-heenok-la-petite-negresse-a-bicyclette-lyrics,266-Roi-heenok-la-petite-negresse-a-bicyclette,
267,Bip Bip,"Lost (Ft. BABA (QC) , Boris Levrai , Ryan (QC) & YH )",https://genius.com/Lost-bip-bip-lyrics,267-Lost-bip-bip,
268,Over,Yes Mccan,https://genius.com/Yes-mccan-over-lyrics,268-Yes-mccan-over,
269,Diablo,Souldia (Ft. TRONEL ),https://genius.com/Souldia-diablo-lyrics,269-Souldia-diablo,
270,Zeya,FouKi,https://genius.com/Fouki-zeya-lyrics,270-Fouki-zeya,
271,Marina,Enima,https://genius.com/Enima-marina-lyrics,271-Enima-marina,
272,Mets du respect dans ton bac,Alaclair Ensemble (Ft. Tizzo ),https://genius.com/Alaclair-ensemble-mets-du-respect-dans-ton-bac-lyrics,272-Alaclair-ensemble-mets-du-respect-dans-ton-bac,
273,Le cœur gros comme ça,Souldia,https://genius.com/Souldia-le-cur-gros-comme-ca-lyrics,273-Souldia-le-cur-gros-comme-ca,
274,Devil en l'air,Souldia,https://genius.com/Souldia-devil-en-lair-lyrics,274-Souldia-devil-en-lair,
275,Derrière Mon Sourire,Sans Pression,https://genius.com/Sans-pression-derriere-mon-sourire-lyrics,275-Sans-pression-derriere-mon-sourire,
276,Résistance,Loco Locass,https://genius.com/Loco-locass-resistance-lyrics,276-Loco-locass-resistance,
277,Or,Enima,https://genius.com/Enima-or-lyrics,277-Enima-or,
278,GG,Loud,https://genius.com/Loud-gg-lyrics,278-Loud-gg,
279,1st Day Out,Jeune Loup,https://genius.com/Jeune-loup-1st-day-out-lyrics,279-Jeune-loup-1st-day-out,
280,Easy,Enima,https://genius.com/Enima-easy-lyrics,280-Enima-easy,
281,Voilà Voilà,Souldia,https://genius.com/Souldia-voila-voila-lyrics,281-Souldia-voila-voila,
282,Le sablier,Souldia (Ft. Izzy-S & Marieme Ndiaye ),https://genius.com/Souldia-le-sablier-lyrics,282-Souldia-le-sablier,
283,Solo,White-B (Ft. Lost ),https://genius.com/White-b-solo-lyrics,283-White-b-solo,
284,III,FouKi,https://genius.com/Fouki-iii-lyrics,284-Fouki-iii,
