244	Dommage	Bigflo & Oli	https://genius.com/Bigflo-and-oli-dommage-lyrics	244-Bigflo-and-oli-dommage
245	Paname	Booba	https://genius.com/Booba-paname-lyrics	245-Booba-paname
246	Mamacita	Ninho	https://genius.com/Ninho-mamacita-lyrics	246-Ninho-mamacita
247	Espérance de vie	Youssoupha	https://genius.com/Youssoupha-esperance-de-vie-lyrics	247-Youssoupha-esperance-de-vie
248	Maître Yoda	Booba	https://genius.com/Booba-maitre-yoda-lyrics	248-Booba-maitre-yoda
249	Khapta	Heuss L'enfoiré (Ft. Sofiane)	https://genius.com/Heuss-lenfoire-khapta-lyrics	249-Heuss-lenfoire-khapta
250	Monsieur Sable	Nekfeu, Alpha Wann & Basement Beatzz	https://genius.com/Nekfeu-alpha-wann-and-basement-beatzz-monsieur-sable-lyrics	250-Nekfeu-alpha-wann-and-basement-beatzz-monsieur-sable
251	Bazardée	KeBlack	https://genius.com/Keblack-bazardee-lyrics	251-Keblack-bazardee
252	JAUNÉ	Booba (Ft. Zed)	https://genius.com/Booba-jaune-lyrics	252-Booba-jaune
253	Dounia	Rohff	https://genius.com/Rohff-dounia-lyrics	253-Rohff-dounia
