#,title,artist,href
317,La force de comprendre,Dubmatique,https://genius.com/Dubmatique-la-force-de-comprendre-lyrics
318,Pas l'choix,Gutta (Ft. Wawa EGK ),https://genius.com/Gutta-pas-lchoix-lyrics
319,Jour 1,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-jour-1-lyrics
320,Tornado,Caballero & JeanJass (Ft. Enima & Limsa d'Aulnay ),https://genius.com/Caballero-and-jeanjass-tornado-lyrics
321,Portes de l'enfer,Enima,https://genius.com/Enima-portes-de-lenfer-lyrics
322,Ça va mal aller,Lost,https://genius.com/Lost-ca-va-mal-aller-lyrics
323,La poule,Manu Militari,https://genius.com/Manu-militari-la-poule-lyrics
324,Memento,Enima,https://genius.com/Enima-memento-lyrics
325,Les Gentils,Maybe Watson (Ft. Jam & P.Dox ),https://genius.com/Maybe-watson-les-gentils-lyrics
326,Enterrer vivant,Die-On (Ft. Rymz & Souldia ),https://genius.com/Die-on-enterrer-vivant-lyrics
327,Cullinan,Enima,https://genius.com/Enima-cullinan-lyrics
328,DO 2 Get,Dead Obies,https://genius.com/Dead-obies-do-2-get-lyrics
329,Dollars Canadiens,Lost,https://genius.com/Lost-dollars-canadiens-lyrics
330,Wake-Up Call,Dead Obies,https://genius.com/Dead-obies-wake-up-call-lyrics
331,Who Dat,Zach Zoya,https://genius.com/Zach-zoya-who-dat-lyrics
332,Grünt #29,"Grünt (Ft. Eman , Loud Lary Ajust & Osti One )",https://genius.com/Grunt-grunt-29-lyrics
333,Bixi,Kirouac & Kodakludo,https://genius.com/Kirouac-and-kodakludo-bixi-lyrics
334,Woosh,FouKi (Ft. Koriass ),https://genius.com/Fouki-woosh-lyrics
335,Chacalcolik vs Freddy Gruesum,WordUP! Battles (Ft. Chacalcolik & Freddy Gruesum ),https://genius.com/Wordup-battles-chacalcolik-vs-freddy-gruesum-lyrics
336,Out Of My Brain,DJ Toenail (Ft. JesseSMFI & Pokelawls ),https://genius.com/Dj-toenail-out-of-my-brain-lyrics
337,Sorry,Koriass,https://genius.com/Koriass-sorry-lyrics
338,Bijou,FouKi,https://genius.com/Fouki-bijou-lyrics
339,Sauce Pois,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-sauce-pois-lyrics
340,Entre toi et moi,Random (QC),https://genius.com/Random-qc-entre-toi-et-moi-lyrics
341,Kilogrammes,"Caballero & JeanJass (Ft. Alkpote , ASHE 22 , ElGrandeToto , Enima , Limsa d'Aulnay , Roi Heenok , Savage Toddy , Stavo , thaHomey & VT )",https://genius.com/Caballero-and-jeanjass-kilogrammes-lyrics
342,Blacklist,White-B,https://genius.com/White-b-blacklist-lyrics
343,Ta yeul vis ta vie et reste en vie,KC L.M.N.O.P.,https://genius.com/Kc-lmnop-ta-yeul-vis-ta-vie-et-reste-en-vie-lyrics
344,De partout,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-de-partout-lyrics
345,Faut c'qui faut,FouKi (Ft. ISHA & Lord Esperanza ),https://genius.com/Fouki-faut-cqui-faut-lyrics
346,Atlas,High Klassified (Ft. Izi & Zach Zoya ),https://genius.com/High-klassified-atlas-lyrics
347,Bad Boy,Enima,https://genius.com/Enima-bad-boy-lyrics
348,La liste noire,Souldia,https://genius.com/Souldia-la-liste-noire-lyrics
349,Mon frère,Souldia,https://genius.com/Souldia-mon-frere-lyrics
350,Vivant,Miguel Michel (Ft. Ced Auger ),https://genius.com/Miguel-michel-vivant-lyrics
351,Bonzaïon,Loco Locass,https://genius.com/Loco-locass-bonzaion-lyrics
352,Goonie Gang,KGoon,https://genius.com/Kgoon-goonie-gang-lyrics
353,Volonté,Manu Militari,https://genius.com/Manu-militari-volonte-lyrics
354,Palm Angels,Lost,https://genius.com/Lost-palm-angels-lyrics
355,MIKE TANGO LIMA,Lost,https://genius.com/Lost-mike-tango-lima-lyrics
356,Life,Enima,https://genius.com/Enima-life-lyrics
357,Dang,Izzy-S (Ft. Tizzo ),https://genius.com/Izzy-s-dang-lyrics
358,Superficial,Zach Zoya,https://genius.com/Zach-zoya-superficial-lyrics
359,Candlewood Suites,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-candlewood-suites-lyrics
360,Les fleurs bleues,Lary Kidd,https://genius.com/Lary-kidd-les-fleurs-bleues-lyrics
361,45,Lost,https://genius.com/Lost-45-lyrics
362,New Phone Interlude,Loud,https://genius.com/Loud-new-phone-interlude-lyrics
363,Bénéfice,White-B,https://genius.com/White-b-benefice-lyrics
364,IT WAS ME AND MOXY,DJ Toenail (Ft. M0xxy ),https://genius.com/Dj-toenail-it-was-me-and-moxy-lyrics
365,Nouvelle Vague,Manu Militari,https://genius.com/Manu-militari-nouvelle-vague-lyrics
366,Mort lente,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-mort-lente-lyrics
367,Confessionnal,Lost,https://genius.com/Lost-confessionnal-lyrics
368,Ennemis,Lost (Ft. Pretty City ),https://genius.com/Lost-ennemis-lyrics
369,Nouveau Boss,Enima,https://genius.com/Enima-nouveau-boss-lyrics
370,Freddy Gruesum vs Franko Bucci,WordUP! Battles (Ft. Franko Bucci & Freddy Gruesum ),https://genius.com/Wordup-battles-freddy-gruesum-vs-franko-bucci-lyrics
371,Soul pleureur,Dubmatique,https://genius.com/Dubmatique-soul-pleureur-lyrics
372,En t’oubliant,Koriass,https://genius.com/Koriass-en-toubliant-lyrics
373,Oh Yeah,Enima,https://genius.com/Enima-oh-yeah-lyrics
374,Splash,Joe Rocca,https://genius.com/Joe-rocca-splash-lyrics
375,Canons à Neige,Les Anticipateurs,https://genius.com/Les-anticipateurs-canons-a-neige-lyrics
376,Parole d'homme,Manu Militari (Ft. Stan ),https://genius.com/Manu-militari-parole-dhomme-lyrics
377,BNB,Enima (Ft. PLK ),https://genius.com/Enima-bnb-lyrics
378,Hochelaga,Manu Militari,https://genius.com/Manu-militari-hochelaga-lyrics
379,Pause,VT,https://genius.com/Vt-pause-lyrics
380,FTSL / Arc-en-ciel,Lary Kidd,https://genius.com/Lary-kidd-ftsl-arc-en-ciel-lyrics
381,F3MMES,Lost,https://genius.com/Lost-f3mmes-lyrics
382,Grünt #30,Grünt (Ft. Dead Obies ),https://genius.com/Grunt-grunt-30-lyrics
383,Nouveau rap mondial,Roi Heenok,https://genius.com/Roi-heenok-nouveau-rap-mondial-lyrics
384,Fauve,Rymz,https://genius.com/Rymz-fauve-lyrics
385,Mal,Enima (Ft. Ness El Digital ),https://genius.com/Enima-mal-lyrics
386,MTL,Damso & Blynk,https://genius.com/Damso-and-blynk-mtl-lyrics
387,Bugz bonné,Sans Pression (Ft. Cobna ),https://genius.com/Sans-pression-bugz-bonne-lyrics
388,Sleep Like A Baby,"Nate Husser , Jean Deaux & .EXA (DJ)",https://genius.com/Nate-husser-jean-deaux-and-exa-dj-sleep-like-a-baby-lyrics
389,Je fais mes affaires,Izzy-S (Ft. Lost ),https://genius.com/Izzy-s-je-fais-mes-affaires-lyrics
390,Mi Amor,Karmen (FRA) (Ft. Enima ),https://genius.com/Karmen-fra-mi-amor-lyrics
391,Grignotines,FouKi,https://genius.com/Fouki-grignotines-lyrics
392,Tiens mon drink,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-tiens-mon-drink-lyrics
393,Sapoud 2020,Les Anticipateurs,https://genius.com/Les-anticipateurs-sapoud-2020-lyrics
394,Van Gogh,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-van-gogh-lyrics
395,Loin,5sang14,https://genius.com/5sang14-loin-lyrics
396,Spleen et Montréal,Loco Locass,https://genius.com/Loco-locass-spleen-et-montreal-lyrics
397,Fuckboy,Lost (Ft. White-B ),https://genius.com/Lost-fuckboy-lyrics
398,Money Everyday,Kay Bandz & Enima,https://genius.com/Kay-bandz-and-enima-money-everyday-lyrics
399,Toxique,White-B,https://genius.com/White-b-toxique-lyrics
400,Vraiment légendaire,Les Anticipateurs,https://genius.com/Les-anticipateurs-vraiment-legendaire-lyrics
401,Belle,QCLTUR (Ft. Boris Levrai & Rosalvo ),https://genius.com/Qcltur-belle-lyrics
402,Aujourd'hui,Gros Big,https://genius.com/Gros-big-aujourdhui-lyrics
403,Les infameux,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-les-infameux-lyrics
404,Génies en Herbe,Koriass & FouKi,https://genius.com/Koriass-and-fouki-genies-en-herbe-lyrics
405,Fuck Eux,Enima,https://genius.com/Enima-fuck-eux-lyrics
406,Ferrari,Enima (Ft. Pirate (QBC) ),https://genius.com/Enima-ferrari-lyrics
407,L'empreinte,Manu Militari,https://genius.com/Manu-militari-lempreinte-lyrics
408,Paw Paw,Gutta (Ft. VT ),https://genius.com/Gutta-paw-paw-lyrics
409,La rue m’appelle encore,Connaisseur Ticaso,https://genius.com/Connaisseur-ticaso-la-rue-mappelle-encore-lyrics
410,Zayzay,FouKi,https://genius.com/Fouki-zayzay-lyrics
411,La Coka Coka,Roi Heenok,https://genius.com/Roi-heenok-la-coka-coka-lyrics
412,FÜHRER HEENOKO,Roi Heenok,https://genius.com/Roi-heenok-fuhrer-heenoko-lyrics
413,Around Us,Joe Rocca,https://genius.com/Joe-rocca-around-us-lyrics
414,À zéro,MB,https://genius.com/Mb-a-zero-lyrics
415,Dégâts,Trappo,https://genius.com/Trappo-degats-lyrics
416,Rap Queb,Loud Lary Ajust (Ft. Koriass ),https://genius.com/Loud-lary-ajust-rap-queb-lyrics
417,NoRapCap,Jeune Loup,https://genius.com/Jeune-loup-norapcap-lyrics
418,Demain ne suffit pas,Rymz (Ft. D4vid Lee ),https://genius.com/Rymz-demain-ne-suffit-pas-lyrics
419,I Said What I Said,Loud,https://genius.com/Loud-i-said-what-i-said-lyrics
420,Devilish,Enima,https://genius.com/Enima-devilish-lyrics
421,Vilain,Souldia,https://genius.com/Souldia-vilain-lyrics
422,Astral Drill,Rowjay,https://genius.com/Rowjay-astral-drill-lyrics
423,1942,Enima,https://genius.com/Enima-1942-lyrics
424,Révélation,Manu Militari,https://genius.com/Manu-militari-revelation-lyrics
425,Wono,FouKi,https://genius.com/Fouki-wono-lyrics
426,No Time,Kevin Na$h,https://genius.com/Kevin-na-h-no-time-lyrics
427,Hold Up,Loud,https://genius.com/Loud-hold-up-lyrics
428,Hier encore,Souldia & Lost,https://genius.com/Souldia-and-lost-hier-encore-lyrics
429,RSVP,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-rsvp-lyrics
430,PCU,FouKi,https://genius.com/Fouki-pcu-lyrics
431,Le Rap-à-Billy,Lucien Francoeur,https://genius.com/Lucien-francoeur-le-rap-a-billy-lyrics
432,3-0 (Passe la mallette),Lost,https://genius.com/Lost-3-0-passe-la-mallette-lyrics
433,J-3000,Koriass,https://genius.com/Koriass-j-3000-lyrics
434,Audigier (SkulaBanks),Lord Esperanza (Ft. FouKi ),https://genius.com/Lord-esperanza-audigier-skulabanks-lyrics
435,Avant mon dernier adieu,Taktika (Ft. Farfadet ),https://genius.com/Taktika-avant-mon-dernier-adieu-lyrics
436,Le premier,Manu Militari,https://genius.com/Manu-militari-le-premier-lyrics
437,King Kong,LV Cupidon (Ft. Boutot ),https://genius.com/Lv-cupidon-king-kong-lyrics
438,Psychotrope,Lost,https://genius.com/Lost-psychotrope-lyrics
439,Peuple invincible,Samian,https://genius.com/Samian-peuple-invincible-lyrics
440,Blanchissage (Pour Richard),Les Anticipateurs,https://genius.com/Les-anticipateurs-blanchissage-pour-richard-lyrics
441,Euros,Enima,https://genius.com/Enima-euros-lyrics
442,Ennemis,Koriass,https://genius.com/Koriass-ennemis-lyrics
443,Génération Muzion,Enima,https://genius.com/Enima-generation-muzion-lyrics
444,Prise de conscience,White-B,https://genius.com/White-b-prise-de-conscience-lyrics
445,Ayè mama,Lost,https://genius.com/Lost-aye-mama-lyrics
446,Fuego,Sarahmée (Ft. Souldia ),https://genius.com/Sarahmee-fuego-lyrics
447,Minuit trop tard,Zagata & Souldia,https://genius.com/Zagata-and-souldia-minuit-trop-tard-lyrics
448,Leçons,Enima,https://genius.com/Enima-lecons-lyrics
449,Envoie la fumée,Souldia & Rymz,https://genius.com/Souldia-and-rymz-envoie-la-fumee-lyrics
450,Quand même clean,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-quand-meme-clean-lyrics
451,Feelings,Enima,https://genius.com/Enima-feelings-lyrics
452,Mabad,FouKi,https://genius.com/Fouki-mabad-lyrics
453,Mr. Smith,Enima,https://genius.com/Enima-mr-smith-lyrics
454,Mami,Luidji,https://genius.com/Luidji-mami-lyrics
455,Carpe Diem,Rymz,https://genius.com/Rymz-carpe-diem-lyrics
456,Nulle part,Koriass,https://genius.com/Koriass-nulle-part-lyrics
457,Contrôle,Lary Kidd,https://genius.com/Lary-kidd-controle-lyrics
458,J'en appelle à la poésie,David Goudreault,https://genius.com/David-goudreault-jen-appelle-a-la-poesie-lyrics
459,Gunner,Enima,https://genius.com/Enima-gunner-lyrics
460,Million,White-B,https://genius.com/White-b-million-lyrics
461,Empire,Mtlord (Ft. Yzzi ),https://genius.com/Mtlord-empire-lyrics
462,Plankton,Shreez,https://genius.com/Shreez-plankton-lyrics
463,Parapluie,Brown Family,https://genius.com/Brown-family-parapluie-lyrics
464,Cruel Summer,Dead Obies,https://genius.com/Dead-obies-cruel-summer-lyrics
465,GENTIL GANG,FouKi (Ft. Vendou ),https://genius.com/Fouki-gentil-gang-lyrics
466,0 à 120,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-0-a-120-lyrics
467,Didier Drogba,Capitaine Gaza (Ft. MB & White-B ),https://genius.com/Capitaine-gaza-didier-drogba-lyrics
468,IPhone,FouKi,https://genius.com/Fouki-iphone-lyrics
469,#22,Souldia,https://genius.com/Souldia-22-lyrics
470,Hôtel Hell,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-hotel-hell-lyrics
471,Sacrifice,Souldia,https://genius.com/Souldia-sacrifice-lyrics
472,Oh oui,Enima,https://genius.com/Enima-oh-oui-lyrics
473,GONE,"LV Cupidon , Lebza Khey & Nikki B (Ft. Boutot )",https://genius.com/Lv-cupidon-lebza-khey-and-nikki-b-gone-lyrics
474,La Bataille des murailles,Loco Locass (Ft. Les Charbonniers de l'Enfer ),https://genius.com/Loco-locass-la-bataille-des-murailles-lyrics
475,Brk Frm Nrml,Planet Giza (Ft. Mick Jenkins ),https://genius.com/Planet-giza-brk-frm-nrml-lyrics
476,PÈRE NOËL,FREAKEY! (Ft. Shreez ),https://genius.com/Freakey-pere-noel-lyrics
477,Vivre ou périr,White-B (Ft. Lost ),https://genius.com/White-b-vivre-ou-perir-lyrics
478,Si je perdais,Enima,https://genius.com/Enima-si-je-perdais-lyrics
479,Ouvre ta fenêtre,Koriass,https://genius.com/Koriass-ouvre-ta-fenetre-lyrics
480,Labyrinthe,Souldia,https://genius.com/Souldia-labyrinthe-lyrics
481,La censure pour l'échafaud,Loco Locass,https://genius.com/Loco-locass-la-censure-pour-lechafaud-lyrics
482,Aucune promesse,Loud,https://genius.com/Loud-aucune-promesse-lyrics
483,Nothing,Enima,https://genius.com/Enima-nothing-lyrics
484,Tactique palestinienne,Roi Heenok,https://genius.com/Roi-heenok-tactique-palestinienne-lyrics
485,Le Quart du Crisss,Les Anticipateurs,https://genius.com/Les-anticipateurs-le-quart-du-crisss-lyrics
486,Oui toi,FouKi,https://genius.com/Fouki-oui-toi-lyrics
487,Double Cup,2V,https://genius.com/2v-double-cup-lyrics
488,Yes McCan vs Hermano Salvatore,WordUP! Battles (Ft. Hermano Salvatore & Yes Mccan ),https://genius.com/Wordup-battles-yes-mccan-vs-hermano-salvatore-lyrics
489,Nibiru,Roi Heenok (Ft. Jâmes Lescro ),https://genius.com/Roi-heenok-nibiru-lyrics
490,P6,Lost,https://genius.com/Lost-p6-lyrics
491,Onlyfans,Rowjay,https://genius.com/Rowjay-onlyfans-lyrics
492,Super héros,Farfadet (Ft. Rymz & Souldia ),https://genius.com/Farfadet-super-heros-lyrics
493,Vols d'énergies,Roi Heenok (Ft. atlas ),https://genius.com/Roi-heenok-vols-denergies-lyrics
494,Mode Sport,5sang14,https://genius.com/5sang14-mode-sport-lyrics
495,Avant de disparaître,Claude Bégin,https://genius.com/Claude-begin-avant-de-disparaitre-lyrics
496,Vivre et laisser vivre,Manu Militari,https://genius.com/Manu-militari-vivre-et-laisser-vivre-lyrics
497,Sultan Hotel,Manu Militari,https://genius.com/Manu-militari-sultan-hotel-lyrics
498,Run Away,Dead Obies,https://genius.com/Dead-obies-run-away-lyrics
499,Alerte Amber,Koriass,https://genius.com/Koriass-alerte-amber-lyrics
500,La Cavale,VT,https://genius.com/Vt-la-cavale-lyrics
501,Geeked Up,Rowjay (Ft. 8ruki & Jeune Loup ),https://genius.com/Rowjay-geeked-up-lyrics
502,Allan Théo,Yes Mccan,https://genius.com/Yes-mccan-allan-theo-lyrics
503,Petites Défaites (Intro),Koriass,https://genius.com/Koriass-petites-defaites-intro-lyrics
504,El Chapo,Enima,https://genius.com/Enima-el-chapo-lyrics
505,CREED,Enima,https://genius.com/Enima-creed-lyrics
506,DEEP DAYS,Enima,https://genius.com/Enima-deep-days-lyrics
507,NONON,FouKi,https://genius.com/Fouki-nonon-lyrics
508,GRANDI DANS LA RUE,Izzy-S,https://genius.com/Izzy-s-grandi-dans-la-rue-lyrics
509,M.AN.U,Manu Militari,https://genius.com/Manu-militari-manu-lyrics
510,SVR,Enima,https://genius.com/Enima-svr-lyrics
511,Rêve de jeunesse,Souldia (Ft. Loud ),https://genius.com/Souldia-reve-de-jeunesse-lyrics
512,Apprendre à vivre,Sir Pathétik (Ft. Billy Nova ),https://genius.com/Sir-pathetik-apprendre-a-vivre-lyrics
513,Money Convos,Yes Mccan,https://genius.com/Yes-mccan-money-convos-lyrics
514,La grande beauté,Lary Kidd,https://genius.com/Lary-kidd-la-grande-beaute-lyrics
515,Double Cup,Yes Mccan,https://genius.com/Yes-mccan-double-cup-lyrics
516,Cardi B,Enima,https://genius.com/Enima-cardi-b-lyrics
517,Chicotter,Lost,https://genius.com/Lost-chicotter-lyrics
518,Arab,Enima,https://genius.com/Enima-arab-lyrics
519,Néfertiti,FouKi,https://genius.com/Fouki-nefertiti-lyrics
520,Keys On The Table,Lary Kidd,https://genius.com/Lary-kidd-keys-on-the-table-lyrics
521,Le fantôme de l'opéra,Souldia,https://genius.com/Souldia-le-fantome-de-lopera-lyrics
522,Rime Organisé,Manu Militari,https://genius.com/Manu-militari-rime-organise-lyrics
523,Club,VT (Ft. Lil Berete ),https://genius.com/Vt-club-lyrics
524,Groove Grave,Loco Locass,https://genius.com/Loco-locass-groove-grave-lyrics
525,Ma Vie,VT,https://genius.com/Vt-ma-vie-lyrics
526,Le game c'est pas un jeu,Lost (Ft. Bagfull TNF ),https://genius.com/Lost-le-game-cest-pas-un-jeu-lyrics
527,La noche,Lost,https://genius.com/Lost-la-noche-lyrics
528,Papillon,FouKi,https://genius.com/Fouki-papillon-lyrics
529,GTA,Rymz,https://genius.com/Rymz-gta-lyrics
530,Love,Enima,https://genius.com/Enima-love-lyrics
531,D-Natural is Back,D-Natural,https://genius.com/D-natural-d-natural-is-back-lyrics
532,Intro,Jeune Loup,https://genius.com/Jeune-loup-intro-lyrics
533,OT,Lost (Ft. Trappo ),https://genius.com/Lost-ot-lyrics
534,Dwayne Carter Flow,Nate Husser,https://genius.com/Nate-husser-dwayne-carter-flow-lyrics
535,Lendemain,Koriass,https://genius.com/Koriass-lendemain-lyrics
536,BMF,Enima,https://genius.com/Enima-bmf-lyrics
537,Prêt ou pas,Random (QC) (Ft. Capitaine Gaza ),https://genius.com/Random-qc-pret-ou-pas-lyrics
538,Céline,Jeune Loup,https://genius.com/Jeune-loup-celine-lyrics
539,Décennie,Lost (Ft. White-B ),https://genius.com/Lost-decennie-lyrics
540,Outro (BP2),Lost,https://genius.com/Lost-outro-bp2-lyrics
541,FOCUS,Enima,https://genius.com/Enima-focus-lyrics
542,Viens célébrer,Roi Heenok,https://genius.com/Roi-heenok-viens-celebrer-lyrics
543,Je me souviens,Samian,https://genius.com/Samian-je-me-souviens-lyrics
544,Océan,Manu Militari,https://genius.com/Manu-militari-ocean-lyrics
545,Lil’ $,Dead Obies,https://genius.com/Dead-obies-lil-lyrics
546,Rowzin,Rowjay (Ft. Jwles ),https://genius.com/Rowjay-rowzin-lyrics
547,Komankasapel,Les Anticipateurs (Ft. D4vid Lee & DJ Riz-Boulet ),https://genius.com/Les-anticipateurs-komankasapel-lyrics
548,Win Win,"Loud , Imposs & Raccoon",https://genius.com/Loud-imposs-and-raccoon-win-win-lyrics
549,Pour vrai,Dead Obies,https://genius.com/Dead-obies-pour-vrai-lyrics
550,EN AMOUR,"Charlie Shulz (Ft. Le Ice , Ray Ray , Shreez & Tizzo )",https://genius.com/Charlie-shulz-en-amour-lyrics
551,Fugueuse,DawaMafia,https://genius.com/Dawamafia-fugueuse-lyrics
552,Oh ma Loca,"Capitaine Gaza (Ft. Lost , MB & White-B )",https://genius.com/Capitaine-gaza-oh-ma-loca-lyrics
553,Rouge neige,"Souldia (Ft. Rick Pagano , Seth Gueko & Sinik )",https://genius.com/Souldia-rouge-neige-lyrics
554,Crime d'honneur,Manu Militari,https://genius.com/Manu-militari-crime-dhonneur-lyrics
555,Coupe-vent Columbia,Lary Kidd (Ft. 20Some ),https://genius.com/Lary-kidd-coupe-vent-columbia-lyrics
556,Back,Kirouac & Kodakludo,https://genius.com/Kirouac-and-kodakludo-back-lyrics
557,Outremont,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-outremont-lyrics
558,Le trou,Souldia,https://genius.com/Souldia-le-trou-lyrics
559,Gwap,FouKi,https://genius.com/Fouki-gwap-lyrics
560,Jenny Freestyle,Dead Obies,https://genius.com/Dead-obies-jenny-freestyle-lyrics
561,Leader,Koriass,https://genius.com/Koriass-leader-lyrics
562,Dirt,Enima,https://genius.com/Enima-dirt-lyrics
563,Gullywood,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-gullywood-lyrics
564,51tr4p Fr4p50 (Intro),Tizzo & Shreez,https://genius.com/Tizzo-and-shreez-51tr4p-fr4p50-intro-lyrics
565,Clay Davis,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-clay-davis-lyrics
566,Pour la mula,Soubillz (Ft. Lost ),https://genius.com/Soubillz-pour-la-mula-lyrics
567,20 Bandz,Enima,https://genius.com/Enima-20-bandz-lyrics
568,Ô Mon Dieu,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-o-mon-dieu-lyrics
569,Ce n'était pas voulu,Souldia,https://genius.com/Souldia-ce-netait-pas-voulu-lyrics
570,Miracles,Koriass (Ft. FouKi ),https://genius.com/Koriass-miracles-lyrics
571,Lysandre,Les Anticipateurs,https://genius.com/Les-anticipateurs-lysandre-lyrics
572,Vedette,VT (Ft. Enima ),https://genius.com/Vt-vedette-lyrics
573,Trapstar,Kino (QC),https://genius.com/Kino-qc-trapstar-lyrics
574,À qui ?,Jeune Loup,https://genius.com/Jeune-loup-a-qui-lyrics
575,Cône Orange,Les Anticipateurs,https://genius.com/Les-anticipateurs-cone-orange-lyrics
576,La rue,Gutta,https://genius.com/Gutta-la-rue-lyrics
577,Ayenne,Zinera,https://genius.com/Zinera-ayenne-lyrics
578,Friday Night,Dead Obies,https://genius.com/Dead-obies-friday-night-lyrics
579,Jamais jamais,Koriass,https://genius.com/Koriass-jamais-jamais-lyrics
580,Dos large,Connaisseur Ticaso,https://genius.com/Connaisseur-ticaso-dos-large-lyrics
581,EAU,FouKi (Ft. Kevin Na$h ),https://genius.com/Fouki-eau-lyrics
582,Otages,5sang14,https://genius.com/5sang14-otages-lyrics
583,3M,Lamiral (QC) (Ft. VT ),https://genius.com/Lamiral-qc-3m-lyrics
584,Positif,FouKi,https://genius.com/Fouki-positif-lyrics
585,Loud,Shreez,https://genius.com/Shreez-loud-lyrics
586,Le monde est à nous,Souldia (Ft. Farfadet ),https://genius.com/Souldia-le-monde-est-a-nous-lyrics
587,Venom,White-B (Ft. Capitaine Gaza ),https://genius.com/White-b-venom-lyrics
588,Tjrs raison,"FouKi (Ft. Eman , Jam (K6A) , KNLO , Maybe Watson , Obia le Chef & Robert Nelson )",https://genius.com/Fouki-tjrs-raison-lyrics
589,WYD,Planet Giza (Ft. Saba ),https://genius.com/Planet-giza-wyd-lyrics
590,MAGIE,Enima,https://genius.com/Enima-magie-lyrics
591,Je suis comme je suis,Souldia,https://genius.com/Souldia-je-suis-comme-je-suis-lyrics
592,Pichassine,Qualité Motel (Ft. Rednext Level ),https://genius.com/Qualite-motel-pichassine-lyrics
593,Rage de vivre,Souldia (Ft. Lost ),https://genius.com/Souldia-rage-de-vivre-lyrics
594,Peinture à l'huile,Loud,https://genius.com/Loud-peinture-a-lhuile-lyrics
595,Too Many,"Dirty S (Ft. Lil Berete , Lost & MB )",https://genius.com/Dirty-s-too-many-lyrics
596,C'est la vie,Soubillz (Ft. YH ),https://genius.com/Soubillz-cest-la-vie-lyrics
597,Everyday,Dead Obies,https://genius.com/Dead-obies-everyday-lyrics
598,Outro (BP3),Lost,https://genius.com/Lost-outro-bp3-lyrics
599,Remonter ma braguette,MB,https://genius.com/Mb-remonter-ma-braguette-lyrics
600,Rien de moins,Loud & White-B,https://genius.com/Loud-and-white-b-rien-de-moins-lyrics
601,Brille,Di-Meh (Ft. Krisy & Rowjay ),https://genius.com/Di-meh-brille-lyrics
602,QDBV,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-qdbv-lyrics
603,MA,Robert Nelson,https://genius.com/Robert-nelson-ma-lyrics
604,S’envoler,White-B (Ft. Izzy-S ),https://genius.com/White-b-senvoler-lyrics
605,Légendaire,Koriass,https://genius.com/Koriass-legendaire-lyrics
606,Partis de rien,Izzy-S (Ft. Lost ),https://genius.com/Izzy-s-partis-de-rien-lyrics
607,Ananas Mango,FouKi,https://genius.com/Fouki-ananas-mango-lyrics
608,Glitch,Zinera,https://genius.com/Zinera-glitch-lyrics
609,Apollyon,Enima,https://genius.com/Enima-apollyon-lyrics
610,Essayer,KBG (Ft. Enima ),https://genius.com/Kbg-essayer-lyrics
611,CLT,Enima (Ft. Norsacce Berlusconi ),https://genius.com/Enima-clt-lyrics
612,Gaz au fond,Souldia,https://genius.com/Souldia-gaz-au-fond-lyrics
613,Uber Eats Freestyle,Loud,https://genius.com/Loud-uber-eats-freestyle-lyrics
614,My Gully,Skiifall,https://genius.com/Skiifall-my-gully-lyrics
615,Lemonade,FouKi,https://genius.com/Fouki-lemonade-lyrics
616,Fidèle à chacune d'elles,Roi Heenok (Ft. Ugo le Patron ),https://genius.com/Roi-heenok-fidele-a-chacune-delles-lyrics
617,#10,Loud,https://genius.com/Loud-10-lyrics
618,4 Freestyle,Yes Mccan,https://genius.com/Yes-mccan-4-freestyle-lyrics
619,Lisdexamphétamine,Lary Kidd,https://genius.com/Lary-kidd-lisdexamphetamine-lyrics
620,Pénombre,Gutta & Wawa EGK,https://genius.com/Gutta-and-wawa-egk-penombre-lyrics
621,Louvre,Yes Mccan,https://genius.com/Yes-mccan-louvre-lyrics
622,No Fucking Way,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-no-fucking-way-lyrics
623,Hoja De Coca,Lougarouz,https://genius.com/Lougarouz-hoja-de-coca-lyrics
624,Pas de journée off,Lost & White-B,https://genius.com/Lost-and-white-b-pas-de-journee-off-lyrics
625,Gurl,FouKi (Ft. Vince James ),https://genius.com/Fouki-gurl-lyrics
626,Chief Keef,Rach,https://genius.com/Rach-chief-keef-lyrics
627,Faut que ça change,Laurence Nerbonne,https://genius.com/Laurence-nerbonne-faut-que-ca-change-lyrics
628,Controllé par les milliards,MB (Ft. White-B ),https://genius.com/Mb-controlle-par-les-milliards-lyrics
