#,title,artist,href
629,Non Merci,Corops,https://genius.com/Corops-non-merci-lyrics
630,Que Tal,Norsacce Berlusconi (Ft. Enima ),https://genius.com/Norsacce-berlusconi-que-tal-lyrics
631,Long Time No See,Koriass,https://genius.com/Koriass-long-time-no-see-lyrics
632,FreeLeK,TheQ.,https://genius.com/Theq-freelek-lyrics
633,Illuminati musique,Roi Heenok,https://genius.com/Roi-heenok-illuminati-musique-lyrics
634,Américain,Koriass (Ft. Safia Nolin ),https://genius.com/Koriass-americain-lyrics
635,Kankan,FouKi,https://genius.com/Fouki-kankan-lyrics
636,Drug Factory,YH,https://genius.com/Yh-drug-factory-lyrics
637,Dieu Merci,Enima,https://genius.com/Enima-dieu-merci-lyrics
638,Young Summer,Loud Lary Ajust (Ft. Shash'U ),https://genius.com/Loud-lary-ajust-young-summer-lyrics
639,Chenous,Koriass,https://genius.com/Koriass-chenous-lyrics
640,Montréalistan,Manu Militari (Ft. Cheb Nino & Rolly ),https://genius.com/Manu-militari-montrealistan-lyrics
641,Céline,Les Anticipateurs,https://genius.com/Les-anticipateurs-celine-lyrics
642,3 saisons,Lary Kidd (Ft. 20Some & Loud ),https://genius.com/Lary-kidd-3-saisons-lyrics
643,Côté passager,Roxane Bruneau (Ft. Souldia ),https://genius.com/Roxane-bruneau-cote-passager-lyrics
644,Again,Enima,https://genius.com/Enima-again-lyrics
645,CC,Enima,https://genius.com/Enima-cc-lyrics
646,WanWay,FouKi,https://genius.com/Fouki-wanway-lyrics
647,Chez-moi,Lost (Ft. Manu Militari ),https://genius.com/Lost-chez-moi-lyrics
648,Pour un chèque,Tizzo & Shreez,https://genius.com/Tizzo-and-shreez-pour-un-cheque-lyrics
649,Les apparences,Souldia,https://genius.com/Souldia-les-apparences-lyrics
650,When The Moving Stops,Planet Giza,https://genius.com/Planet-giza-when-the-moving-stops-lyrics
651,Parle-moé don d’ça,Les Anticipateurs,https://genius.com/Les-anticipateurs-parle-moe-don-dca-lyrics
652,Encore,Enima,https://genius.com/Enima-encore-lyrics
653,Personne,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-personne-lyrics
654,Tout donné,Koriass,https://genius.com/Koriass-tout-donne-lyrics
655,Sentencé,Lost & White-B,https://genius.com/Lost-and-white-b-sentence-lyrics
656,You Know That,Enima (Ft. Kay Bandz ),https://genius.com/Enima-you-know-that-lyrics
657,NOISE,Enima (Ft. ASHE 22 ),https://genius.com/Enima-noise-lyrics
658,Kung-Fu Margiela 2,Rowjay,https://genius.com/Rowjay-kung-fu-margiela-2-lyrics
659,Gang Way,LV Cupidon,https://genius.com/Lv-cupidon-gang-way-lyrics
660,Jeunes filles,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-jeunes-filles-lyrics
661,Je n'ai pas mal,Souldia,https://genius.com/Souldia-je-nai-pas-mal-lyrics
662,G.G,Izzy-S (Ft. Salimo ),https://genius.com/Izzy-s-gg-lyrics
663,La nuit,White-B (Ft. Random (QC) ),https://genius.com/White-b-la-nuit-lyrics
664,Swish,Dead Obies,https://genius.com/Dead-obies-swish-lyrics
665,Stripclub (Remix),Rowjay (Ft. Hamza ),https://genius.com/Rowjay-stripclub-remix-lyrics
666,Fuck That,5sang14,https://genius.com/5sang14-fuck-that-lyrics
667,Ciao,Rymz,https://genius.com/Rymz-ciao-lyrics
668,Cause perdue,Koriass,https://genius.com/Koriass-cause-perdue-lyrics
669,Tout va bien,Lary Kidd,https://genius.com/Lary-kidd-tout-va-bien-lyrics
670,Affranchis,"Souldia , Saye & T-Mo (Taktika)",https://genius.com/Souldia-saye-and-t-mo-taktika-affranchis-lyrics
671,Temps,Yes Mccan,https://genius.com/Yes-mccan-temps-lyrics
672,VSTL,Enima (Ft. Gutta ),https://genius.com/Enima-vstl-lyrics
673,Pussy Nigga,Wasiu (Ft. Ghost (Unsorted) & KD II Times ),https://genius.com/Wasiu-pussy-nigga-lyrics
674,Comment faire,Tizzo (Ft. Shreez ),https://genius.com/Tizzo-comment-faire-lyrics
675,Enfant de la DPJ (Bonus Track),Sir Pathétik,https://genius.com/Sir-pathetik-enfant-de-la-dpj-bonus-track-lyrics
676,Plastic,Enima,https://genius.com/Enima-plastic-lyrics
677,Big Dog,Enima,https://genius.com/Enima-big-dog-lyrics
678,Complicité de meurtre,Souldia (Ft. Paranoize & Rymz ),https://genius.com/Souldia-complicite-de-meurtre-lyrics
679,Autre chose,Gros Big,https://genius.com/Gros-big-autre-chose-lyrics
680,Sosa,Lost,https://genius.com/Lost-sosa-lyrics
681,Holy Water,Enima,https://genius.com/Enima-holy-water-lyrics
682,Get It Right,Koriass,https://genius.com/Koriass-get-it-right-lyrics
683,Crabe Des Neiges,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-crabe-des-neiges-lyrics
684,Paroisse,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-paroisse-lyrics
685,Bodies N VVZ,Zinera,https://genius.com/Zinera-bodies-n-vvz-lyrics
686,NO JUMPER,Wasiu,https://genius.com/Wasiu-no-jumper-lyrics
687,Lonely,Adamo (QC),https://genius.com/Adamo-qc-lonely-lyrics
688,Xavier Caféine,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-xavier-cafeine-lyrics
689,Voilà,White-B,https://genius.com/White-b-voila-lyrics
690,10ème,Rowjay,https://genius.com/Rowjay-10eme-lyrics
691,PNL (Pouvoir Narcotique Loyauté),Roi Heenok,https://genius.com/Roi-heenok-pnl-pouvoir-narcotique-loyaute-lyrics
692,Sa fume,LV Cupidon (Ft. Shreez ),https://genius.com/Lv-cupidon-sa-fume-lyrics
693,Fast Life,Rymz,https://genius.com/Rymz-fast-life-lyrics
694,SKRAB,Souldia,https://genius.com/Souldia-skrab-lyrics
695,James Hyndman Money,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-james-hyndman-money-lyrics
696,Sono,Enima,https://genius.com/Enima-sono-lyrics
697,Elle est partie,Sarahmée (Ft. Nissa Seych ),https://genius.com/Sarahmee-elle-est-partie-lyrics
698,La vie est si fragile,Dubmatique (Ft. Ashley MacIsaac ),https://genius.com/Dubmatique-la-vie-est-si-fragile-lyrics
699,Rédelé,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-redele-lyrics
700,Génocide,Samian,https://genius.com/Samian-genocide-lyrics
701,Rocky Road,Planet Giza (Ft. Cousin Stizz ),https://genius.com/Planet-giza-rocky-road-lyrics
702,High,Dead Obies,https://genius.com/Dead-obies-high-lyrics
703,Intro (Aujourd’hui ou jamais),YH,https://genius.com/Yh-intro-aujourdhui-ou-jamais-lyrics
704,Qatari,Zinera,https://genius.com/Zinera-qatari-lyrics
705,Quatre saisons,Manu Militari,https://genius.com/Manu-militari-quatre-saisons-lyrics
706,Tangerine,LaF (QC),https://genius.com/Laf-qc-tangerine-lyrics
707,Zombie,Kinji00 (Ft. Jeunesept ),https://genius.com/Kinji00-zombie-lyrics
708,Rien qui s'donne,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-rien-qui-sdonne-lyrics
709,Caramel,Shreez,https://genius.com/Shreez-caramel-lyrics
710,Fleurs sous la neige,Koriass,https://genius.com/Koriass-fleurs-sous-la-neige-lyrics
711,Savoir faire,Rowjay (Ft. 8ruki ),https://genius.com/Rowjay-savoir-faire-lyrics
712,Love Song,Dead Obies,https://genius.com/Dead-obies-love-song-lyrics
713,Héros,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-heros-lyrics
714,Y’a des jours,Mauvais Acte,https://genius.com/Mauvais-acte-ya-des-jours-lyrics
715,No Chills,Jeune Loup,https://genius.com/Jeune-loup-no-chills-lyrics
716,4ever,Enima,https://genius.com/Enima-4ever-lyrics
717,Hercule,Lary Kidd,https://genius.com/Lary-kidd-hercule-lyrics
718,Keskia,Souldia,https://genius.com/Souldia-keskia-lyrics
719,Krime Grave,Souldia,https://genius.com/Souldia-krime-grave-lyrics
720,EmoGPT,DJ Toenail (Ft. JesseSMFI & Pokelawls ),https://genius.com/Dj-toenail-emogpt-lyrics
721,Spliff à deux,FouKi,https://genius.com/Fouki-spliff-a-deux-lyrics
722,Sexto,Souldia,https://genius.com/Souldia-sexto-lyrics
723,Saisons,Enima,https://genius.com/Enima-saisons-lyrics
724,Illusion de paradis,Farfadet,https://genius.com/Farfadet-illusion-de-paradis-lyrics
725,Lost Angeles,Skiifall,https://genius.com/Skiifall-lost-angeles-lyrics
726,André,Dead Obies,https://genius.com/Dead-obies-andre-lyrics
727,Inédit,Sir Pathétik,https://genius.com/Sir-pathetik-inedit-lyrics
728,Sixième sens,Lost (Ft. Izzy-S ),https://genius.com/Lost-sixieme-sens-lyrics
729,Parades photos,Lost (Ft. Dinos ),https://genius.com/Lost-parades-photos-lyrics
730,Fait Chier,Koriass & FouKi,https://genius.com/Koriass-and-fouki-fait-chier-lyrics
731,Ceci n'est pas une chanson triste,Souldia,https://genius.com/Souldia-ceci-nest-pas-une-chanson-triste-lyrics
732,"J'ai aimé, j'ai souffert, maintenant je haïs",Die-On,https://genius.com/Die-on-jai-aime-jai-souffert-maintenant-je-hais-lyrics
733,Violation [AOC-02],J-LeScientific (Ft. SunShan ),https://genius.com/J-lescientific-violation-aoc-02-lyrics
734,GO MODE,Enima,https://genius.com/Enima-go-mode-lyrics
735,Pas d’chilling,Rainmen (Ft. Skandal (QC) ),https://genius.com/Rainmen-pas-dchilling-lyrics
736,Mon Ami,VT (Ft. Souldia ),https://genius.com/Vt-mon-ami-lyrics
737,Perico,Ness El Digital (Ft. Enima & V-12 (CAN) ),https://genius.com/Ness-el-digital-perico-lyrics
738,Flex,Enima,https://genius.com/Enima-flex-lyrics
739,Exposing Me(Remix),Jackboy RLJ,https://genius.com/Jackboy-rlj-exposing-meremix-lyrics
740,Gangsta,5sang14,https://genius.com/5sang14-gangsta-lyrics
741,Le poids des mots,"Souldia (Ft. Helme , Jam Khalil , LeMind & Woodman )",https://genius.com/Souldia-le-poids-des-mots-lyrics
742,Des kilomètres et des ennuis,Rymz,https://genius.com/Rymz-des-kilometres-et-des-ennuis-lyrics
743,Fussy Fuss,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-fussy-fuss-lyrics
744,La barre des trente,Manu Militari (Ft. Ott & Stan ),https://genius.com/Manu-militari-la-barre-des-trente-lyrics
745,Chien,Shreez,https://genius.com/Shreez-chien-lyrics
746,Freak Girls,Joe Rocca,https://genius.com/Joe-rocca-freak-girls-lyrics
747,Huh Yea,Serane (Ft. Rowjay ),https://genius.com/Serane-huh-yea-lyrics
748,Comme les autres,Enima,https://genius.com/Enima-comme-les-autres-lyrics
749,In America,Dead Obies,https://genius.com/Dead-obies-in-america-lyrics
750,Van Gogh,Manu Militari,https://genius.com/Manu-militari-van-gogh-lyrics
751,Burn,Rymz,https://genius.com/Rymz-burn-lyrics
752,Explicit gang,"Taktika , Northsiderz , Vendetta (QC) , Frères d'Ombre , Sadik , Fuccè & SF34",https://genius.com/Taktika-northsiderz-vendetta-qc-freres-dombre-sadik-fucce-and-sf34-explicit-gang-lyrics
753,STL Vice,Connaisseur Ticaso,https://genius.com/Connaisseur-ticaso-stl-vice-lyrics
754,Backstage,Souldia (Ft. Eli Rose ),https://genius.com/Souldia-backstage-lyrics
755,Timing,FouKi,https://genius.com/Fouki-timing-lyrics
756,Jalousie,Shreez (Ft. White-B ),https://genius.com/Shreez-jalousie-lyrics
757,La fille que j'aime,Sir Pathétik,https://genius.com/Sir-pathetik-la-fille-que-jaime-lyrics
758,Dead Summer,Aswell,https://genius.com/Aswell-dead-summer-lyrics
759,Grünt #62,"Grünt (Ft. Imposs , Lary Kidd , Lost & Loud )",https://genius.com/Grunt-grunt-62-lyrics
760,Numéro 1,Sans Pression,https://genius.com/Sans-pression-numero-1-lyrics
761,George Fraude,Kalibre,https://genius.com/Kalibre-george-fraude-lyrics
762,DOUBLE F,Rowjay (Ft. La Fève ),https://genius.com/Rowjay-double-f-lyrics
763,Numéros,Enima,https://genius.com/Enima-numeros-lyrics
764,Miroir miroir,Lary Kidd,https://genius.com/Lary-kidd-miroir-miroir-lyrics
765,Mort Ou Vif,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-mort-ou-vif-lyrics
766,6ème sens,Jeune Loup,https://genius.com/Jeune-loup-6eme-sens-lyrics
767,OFF,Souldia & Tizzo,https://genius.com/Souldia-and-tizzo-off-lyrics
768,Huit-trois,"83 (Ft. 2Faces , B-Ice (Taktika) , Canox & Pagaïl )",https://genius.com/83-huit-trois-lyrics
769,21,LV Cupidon,https://genius.com/Lv-cupidon-21-lyrics
770,C'EST BEAU,KNLO,https://genius.com/Knlo-cest-beau-lyrics
771,Pour toujours,Souldia,https://genius.com/Souldia-pour-toujours-lyrics
772,Houdini,"DawaMafia , LV Cupidon & Yung Duce",https://genius.com/Dawamafia-lv-cupidon-and-yung-duce-houdini-lyrics
773,After_L'after,FouKi,https://genius.com/Fouki-after-lafter-lyrics
774,Petite Italie,Jeune Loup,https://genius.com/Jeune-loup-petite-italie-lyrics
775,SAY SUM,Enima,https://genius.com/Enima-say-sum-lyrics
776,Je m'évapore,Ced Auger,https://genius.com/Ced-auger-je-mevapore-lyrics
777,Nota bene,Manu Militari (Ft. Stan ),https://genius.com/Manu-militari-nota-bene-lyrics
778,Nervous,"Brown Family (Ft. Eman , FouKi & KNLO )",https://genius.com/Brown-family-nervous-lyrics
779,Bateaux Colombiens,Les Anticipateurs (Ft. Xeryus ),https://genius.com/Les-anticipateurs-bateaux-colombiens-lyrics
780,Coin à l'ombre,Loud,https://genius.com/Loud-coin-a-lombre-lyrics
781,Lascars,Rymz & Farfadet,https://genius.com/Rymz-and-farfadet-lascars-lyrics
782,Tony,Josad,https://genius.com/Josad-tony-lyrics
783,Plan B,3MFrench (Ft. Enima ),https://genius.com/3mfrench-plan-b-lyrics
784,🖕 Justin Trudeau,Les Anticipateurs,https://genius.com/Les-anticipateurs-justin-trudeau-lyrics
785,IG SHOT pt.2,"Jeune Loup (Ft. Bbleu , Joe Rocca , Kevin Na$h & Mike Shabb )",https://genius.com/Jeune-loup-ig-shot-pt2-lyrics
786,Course,Enima,https://genius.com/Enima-course-lyrics
787,La nuit sera longue,Souldia (Ft. Loud ),https://genius.com/Souldia-la-nuit-sera-longue-lyrics
788,Budapest,FouKi,https://genius.com/Fouki-budapest-lyrics
789,Hier à aujourd’hui,Lost,https://genius.com/Lost-hier-a-aujourdhui-lyrics
790,Khawaga,Manu Militari,https://genius.com/Manu-militari-khawaga-lyrics
791,Mon Cou,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-mon-cou-lyrics
792,Épitaphe,Koriass (Ft. Sarahmée & Souldia ),https://genius.com/Koriass-epitaphe-lyrics
793,Les palmiers brûlent dans la nuit,Lary Kidd (Ft. Yes Mccan ),https://genius.com/Lary-kidd-les-palmiers-brulent-dans-la-nuit-lyrics
794,Forgot About Wats,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-forgot-about-wats-lyrics
795,Rêves de millions,Enima,https://genius.com/Enima-reves-de-millions-lyrics
796,Mami chula,Manu Militari (Ft. Frank Nino ),https://genius.com/Manu-militari-mami-chula-lyrics
797,Dernier Drink,Koriass & FouKi,https://genius.com/Koriass-and-fouki-dernier-drink-lyrics
798,Darksoul's,Fou Furieux,https://genius.com/Fou-furieux-darksouls-lyrics
799,Provider,Loud,https://genius.com/Loud-provider-lyrics
800,Barcelone,Lary Kidd,https://genius.com/Lary-kidd-barcelone-lyrics
801,20 Benz,Lost (Ft. FREAKEY! & Kekra ),https://genius.com/Lost-20-benz-lyrics
802,Jugement dernier,Sans Pression (Ft. Le Youngin' ),https://genius.com/Sans-pression-jugement-dernier-lyrics
803,Obscur,Souldia,https://genius.com/Souldia-obscur-lyrics
804,Contrefaçon,5sang14,https://genius.com/5sang14-contrefacon-lyrics
805,Real,5sang14,https://genius.com/5sang14-real-lyrics
806,Player,Enima,https://genius.com/Enima-player-lyrics
807,Ding Dong,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-ding-dong-lyrics
808,Chargé,White-B,https://genius.com/White-b-charge-lyrics
809,L'alchimiste,Manu Militari,https://genius.com/Manu-militari-lalchimiste-lyrics
810,TU C DÉJÀ,FouKi (Ft. Jam (K6A) ),https://genius.com/Fouki-tu-c-deja-lyrics
811,Brûlure,Souldia & Tizzo,https://genius.com/Souldia-and-tizzo-brulure-lyrics
812,DMDTN,Enima,https://genius.com/Enima-dmdtn-lyrics
813,Maison,MB (Ft. White-B ),https://genius.com/Mb-maison-lyrics
814,Mind Of A Stoner,SoFine,https://genius.com/Sofine-mind-of-a-stoner-lyrics
815,Trafic,Dead Obies,https://genius.com/Dead-obies-trafic-lyrics
816,Ma Moune,Tizzo & Shreez (Ft. Le Ice & Soft ),https://genius.com/Tizzo-and-shreez-ma-moune-lyrics
817,Du Ma May (Remix),"Lil Waterboi (Ft. Chow Mane , Mando and JONAIR & Yenny Yuka )",https://genius.com/Lil-waterboi-du-ma-may-remix-lyrics
818,Bel Emballage Sans Le Contenu,Roi Heenok (Ft. Raekwon ),https://genius.com/Roi-heenok-bel-emballage-sans-le-contenu-lyrics
819,Amadit,KNLO,https://genius.com/Knlo-amadit-lyrics
820,Solide,YH,https://genius.com/Yh-solide-lyrics
821,Designer Chair,Lary Kidd,https://genius.com/Lary-kidd-designer-chair-lyrics
822,Réel,Joe Rocca (Ft. Imposs & Mike Shabb ),https://genius.com/Joe-rocca-reel-lyrics
823,Oubliez-moi,Rymz,https://genius.com/Rymz-oubliez-moi-lyrics
824,Get Dough,Dead Obies,https://genius.com/Dead-obies-get-dough-lyrics
825,C’est la vie,Charlotte Cardin (Ft. Dinos ),https://genius.com/Charlotte-cardin-cest-la-vie-lyrics
826,Condamné,Souldia,https://genius.com/Souldia-condamne-lyrics
827,Trône II,Enima,https://genius.com/Enima-trone-ii-lyrics
828,Cartel de QC,Taktika (Ft. Black Taboo ),https://genius.com/Taktika-cartel-de-qc-lyrics
829,Trône,VT (Ft. YH ),https://genius.com/Vt-trone-lyrics
830,Cosa Nostra,MB (Ft. Capitaine Gaza & Souldia ),https://genius.com/Mb-cosa-nostra-lyrics
831,Petit love,Koriass,https://genius.com/Koriass-petit-love-lyrics
832,Booted Up,Jeune Loup,https://genius.com/Jeune-loup-booted-up-lyrics
833,Rockstar,Lost (Ft. Souldia ),https://genius.com/Lost-rockstar-lyrics
834,Bravo,Koriass & FouKi,https://genius.com/Koriass-and-fouki-bravo-lyrics
835,Fantôme,Enima,https://genius.com/Enima-fantome-lyrics
836,Lifestyle,Lary Kidd,https://genius.com/Lary-kidd-lifestyle-lyrics
837,Black Cadillac,Dead Obies,https://genius.com/Dead-obies-black-cadillac-lyrics
838,Projet illégal,5sang14,https://genius.com/5sang14-projet-illegal-lyrics
839,KENZO NIGO (Sur moi),Rowjay,https://genius.com/Rowjay-kenzo-nigo-sur-moi-lyrics
840,Gruau Remix,"Loud Lary Ajust (Ft. Koriass , Maybe Watson & Robert Nelson )",https://genius.com/Loud-lary-ajust-gruau-remix-lyrics
841,Fleur de Lys,Kinji00,https://genius.com/Kinji00-fleur-de-lys-lyrics
842,Empire,Izzy-S,https://genius.com/Izzy-s-empire-lyrics
843,Lové,MB,https://genius.com/Mb-love-lyrics
844,Validé,VT (Ft. Enima ),https://genius.com/Vt-valide-lyrics
845,OK,JMB Drippy,https://genius.com/Jmb-drippy-ok-lyrics
846,Puthomme,MB,https://genius.com/Mb-puthomme-lyrics
847,Mic (feat. Lost),White-B,https://genius.com/White-b-mic-feat-lost-lyrics
848,Laisse-moi,Souldia & Lost,https://genius.com/Souldia-and-lost-laisse-moi-lyrics
849,Diamant,Shreez,https://genius.com/Shreez-diamant-lyrics
850,Koga's Trap,Maybe Watson,https://genius.com/Maybe-watson-kogas-trap-lyrics
851,Vraies Choses,Roi Heenok (Ft. atlas ),https://genius.com/Roi-heenok-vraies-choses-lyrics
852,Ce soir,Shreez (Ft. Tizzo ),https://genius.com/Shreez-ce-soir-lyrics
853,Contre le monde,Lost (Ft. Connaisseur Ticaso ),https://genius.com/Lost-contre-le-monde-lyrics
854,Le phénomène,Souldia,https://genius.com/Souldia-le-phenomene-lyrics
855,"Quiconque meurt, meurt à douleur",Manu Militari,https://genius.com/Manu-militari-quiconque-meurt-meurt-a-douleur-lyrics
856,Escobar II,Enima,https://genius.com/Enima-escobar-ii-lyrics
857,4 Freestyle Remix,Yes Mccan (Ft. MikeZup & Shreez ),https://genius.com/Yes-mccan-4-freestyle-remix-lyrics
858,White,Enima,https://genius.com/Enima-white-lyrics
859,Coin de paradis,Accrophone,https://genius.com/Accrophone-coin-de-paradis-lyrics
860,Hommes de lettres,20Some (Ft. Lary Kidd & Loud ),https://genius.com/20some-hommes-de-lettres-lyrics
861,KM,Souldia (Ft. YH ),https://genius.com/Souldia-km-lyrics
862,Jetlag,Zinera,https://genius.com/Zinera-jetlag-lyrics
863,Une ligne,Souldia & Tizzo,https://genius.com/Souldia-and-tizzo-une-ligne-lyrics
864,Jusqu'à la mort,Souldia (Ft. Zagata ),https://genius.com/Souldia-jusqua-la-mort-lyrics
865,Pas la vie d'artiste,White-B,https://genius.com/White-b-pas-la-vie-dartiste-lyrics
866,Automne,Souldia,https://genius.com/Souldia-automne-lyrics
867,Ultra-Violence,Lary Kidd (Ft. Ogee Rodman ),https://genius.com/Lary-kidd-ultra-violence-lyrics
868,Corbeau,Enima,https://genius.com/Enima-corbeau-lyrics
869,Everyday,Salimo,https://genius.com/Salimo-everyday-lyrics
870,LATE NIGHT,FouKi,https://genius.com/Fouki-late-night-lyrics
871,Cavale,Enima,https://genius.com/Enima-cavale-lyrics
872,Offline & Jetlag,Zinera,https://genius.com/Zinera-offline-and-jetlag-lyrics
873,ILS / THEY - 50 MCS 6 DJS - INTERNATIONAL POSSE CUT,"Beeyoudee (Ft. asthma (FRA) , B.K. (DEU) , B-Med , Booyah , Breeze , Brka , Butter , C-Drik , Chele , Daddy Rushy , DJ Fade Wizard , DJ Horg , Dj Metodh , DJ Nerve , Dj Olegg , Dj Phak , Filon d'Art , FL-How , FMU , Fresh Corleone , Genocide , G.O.D. Pt. III , Hlmé , Inf , Junior Makhno , Kefyr , KNLO , Koopsala , Lateb , Leveq , Lénième , One Dae , Paranoize , Pat k7 , Radio , RD (USA) , Riopel , Ritso , Ross , Ruste Juxx , Samm (Coloquinte) , Samy Elmousif , Schlackus , Scynikal , Seif , Shinobi , Showme , Slyfh , Webster , W.M.D. (Rap) & Woodman )",https://genius.com/Beeyoudee-ils-they-50-mcs-6-djs-international-posse-cut-lyrics
874,Le blues de Mabouz,Lost,https://genius.com/Lost-le-blues-de-mabouz-lyrics
875,Kakashi Hatake,Lost,https://genius.com/Lost-kakashi-hatake-lyrics
876,B.A.B Remix,gapman (Ft. Enima & VT ),https://genius.com/Gapman-bab-remix-lyrics
877,Normal de l’Est,Connaisseur Ticaso,https://genius.com/Connaisseur-ticaso-normal-de-lest-lyrics
878,Invisible,Souldia,https://genius.com/Souldia-invisible-lyrics
879,Dramatik vs Jeune Chilly Chill,WordUP! Battles (Ft. Dramatik & Jeune Chilly Chill ),https://genius.com/Wordup-battles-dramatik-vs-jeune-chilly-chill-lyrics
880,Le cœur a ses raisons,Sarahmée,https://genius.com/Sarahmee-le-cur-a-ses-raisons-lyrics
881,I Know,20Some,https://genius.com/20some-i-know-lyrics
882,Déjà vu,Random (QC),https://genius.com/Random-qc-deja-vu-lyrics
883,Up,Enima,https://genius.com/Enima-up-lyrics
884,A pour amour,Souldia (Ft. Sophia (QC) ),https://genius.com/Souldia-a-pour-amour-lyrics
885,DES KEBS À SOREL,Les Anticipateurs,https://genius.com/Les-anticipateurs-des-kebs-a-sorel-lyrics
886,Amsterdam,Souldia & Rymz (Ft. William Hennessey ),https://genius.com/Souldia-and-rymz-amsterdam-lyrics
887,Fils de l'anarchie/Prêt à mourrir,Northsiderz,https://genius.com/Northsiderz-fils-de-lanarchie-pret-a-mourrir-lyrics
888,Bish Don't Take My Phone,Outto-Tune Tyrone (Ft. DJ Toenail & Kyle Pred ),https://genius.com/Outto-tune-tyrone-bish-dont-take-my-phone-lyrics
889,Viens danser,White-B,https://genius.com/White-b-viens-danser-lyrics
890,Tombeau,Souldia,https://genius.com/Souldia-tombeau-lyrics
891,Hood Story,Zinera,https://genius.com/Zinera-hood-story-lyrics
892,Yeyey,FouKi,https://genius.com/Fouki-yeyey-lyrics
893,IMPLIQUÉ,Enima,https://genius.com/Enima-implique-lyrics
894,New York Ego,Roi Heenok (Ft. G.O.D. Pt. III ),https://genius.com/Roi-heenok-new-york-ego-lyrics
895,Surhomme,Lary Kidd,https://genius.com/Lary-kidd-surhomme-lyrics
896,Marijuana,Random (QC) (Ft. White-B ),https://genius.com/Random-qc-marijuana-lyrics
897,Dandan,Lost & White-B,https://genius.com/Lost-and-white-b-dandan-lyrics
898,Bad (feat. Shreez),White-B,https://genius.com/White-b-bad-feat-shreez-lyrics
899,Choix de Vie,Random (QC) (Ft. Lost ),https://genius.com/Random-qc-choix-de-vie-lyrics
900,Sortie de secours,Connaisseur Ticaso,https://genius.com/Connaisseur-ticaso-sortie-de-secours-lyrics
901,Je$us,Dead Obies,https://genius.com/Dead-obies-je-us-lyrics
902,5 dans la whip,Le Ice (Ft. Peeda ),https://genius.com/Le-ice-5-dans-la-whip-lyrics
903,Outro,Enima,https://genius.com/Enima-outro-lyrics
904,Infréquentable,White-B,https://genius.com/White-b-infrequentable-lyrics
905,Monde à l'envers,White-B,https://genius.com/White-b-monde-a-lenvers-lyrics
906,Fils aîné,Capitaine Gaza (Ft. Lost ),https://genius.com/Capitaine-gaza-fils-aine-lyrics
907,J'roule avec,MB (Ft. Jarod ),https://genius.com/Mb-jroule-avec-lyrics
908,PORT D'ARME,Enima (Ft. RK ),https://genius.com/Enima-port-darme-lyrics
909,La vie qu’on mène,FouKi (Ft. Souldia ),https://genius.com/Fouki-la-vie-quon-mene-lyrics
910,Rentre dans le Cercle - Saison 2 : Canada #1,"Rentre dans le Cercle (Ft. Izzy-S , Koriass , Lost , Loussa , MB , MCM (QC) , Rymz , Sarahmée & Souldia )",https://genius.com/Rentre-dans-le-cercle-rentre-dans-le-cercle-saison-2-canada-1-lyrics
911,Comme Un Ninja,Les Anticipateurs,https://genius.com/Les-anticipateurs-comme-un-ninja-lyrics
912,DEMBÉLÉ,Enima,https://genius.com/Enima-dembele-lyrics
913,Day Off,LaF (QC),https://genius.com/Laf-qc-day-off-lyrics
914,Rencontre fortuite,LaF (QC) (Ft. Franky Fade ),https://genius.com/Laf-qc-rencontre-fortuite-lyrics
915,KANKEJMEURRE,Les Anticipateurs,https://genius.com/Les-anticipateurs-kankejmeurre-lyrics
916,For The Low (Remix),Kay Bandz & Enima (Ft. Russkov ),https://genius.com/Kay-bandz-and-enima-for-the-low-remix-lyrics
917,Brown Baby,Brown Family,https://genius.com/Brown-family-brown-baby-lyrics
918,Wake_Up,FouKi,https://genius.com/Fouki-wake-up-lyrics
919,Sombre,Salimo,https://genius.com/Salimo-sombre-lyrics
920,Risques,Izzy-S (Ft. Lost ),https://genius.com/Izzy-s-risques-lyrics
921,Bizarre,LV Cupidon,https://genius.com/Lv-cupidon-bizarre-lyrics
922,HotBoi,Certified Z,https://genius.com/Certified-z-hotboi-lyrics
923,Urgence,Souldia (Ft. Malkay Lacrymogène ),https://genius.com/Souldia-urgence-lyrics
924,Carte Postale,Alaclair Ensemble (Ft. Maybe Watson ),https://genius.com/Alaclair-ensemble-carte-postale-lyrics
925,10k,Jeune Loup,https://genius.com/Jeune-loup-10k-lyrics
926,Péroxyde,Trappo,https://genius.com/Trappo-peroxyde-lyrics
927,Bully Shit,BEATSMASH & Wasiu,https://genius.com/Beatsmash-and-wasiu-bully-shit-lyrics
